F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
21799,21800,0.000296,0.001153,0,0,0,0,0,0,1,0,0,42.72,7.18,-42.71,-7.16,0,0,0,0
21809,21799,0.001506,0.008393,0.00512,159.85,0,0,0,0,1,0,0,30.16,7.11,-30.15,-7.59,0,0,0,0
29408,21799,0.022148,0.135282,0.04334,118.54,0,0,0,0,1,0,0,12.6,-4.87,-12.57,0.4,0,0,0,0
21801,21802,0.000237,0.001008,0,0,0,0,0,0,1,0,0,-35.31,-8.35,35.31,8.36,0,0,0,0
21802,21878,0.006199,0.034513,0.00836,157.5,0,0,0,0,1,0,0,-39.52,-8.89,39.61,8.47,0,0,0,0
21803,21804,0.000295,0.001056,0,0,0,0,0,0,1,0,0,12.3,2.32,-12.3,-2.32,0,0,0,0
21803,21881,0.003594,0.015825,0.00308,140.71,0,0,0,0,1,0,0,14.47,4.75,-14.46,-5.05,0,0,0,0
21973,21803,0.005027,0.026747,0.00419,150.95,0,0,0,0,1,0,0,26.8,6.79,-26.76,-7.07,0,0,0,0
21854,21805,0.012808,0.065985,0.01008,177.59,0,0,0,0,1,0,0,67.66,-14.68,-67.09,16.55,0,0,0,0
29406,21805,0.002839,0.015374,0.00416,186.55,0,0,0,0,1,0,0,-64.31,6.63,64.42,-6.48,0,0,0,0
21806,21807,0.000247,0.001076,0,0,0,0,0,0,1,0,0,24.71,5.86,-24.71,-5.85,0,0,0,0
21806,21808,0.000237,0.001184,0,0,0,0,0,0,1,0,0,-24.71,-5.86,24.71,5.86,0,0,0,0
21820,21808,0.002829,0.012312,0.00143,175.56,0,0,0,0,1,0,0,69.92,-0.69,-69.79,1.08,0,0,0,0
21885,21808,0.007075,0.032829,0.00521,131.99,0,0,0,0,1,0,0,9.99,-1.61,-9.98,1.07,0,0,0,0
21808,22112,0.003082,0.015551,0.00155,170.9,0,0,0,0,1,0,0,55.07,-8.01,-54.98,8.28,0,0,0,0
21809,21810,0.000223,0.001085,0,0,0,0,0,0,1,0,0,12.7,0.12,-12.7,-0.12,0,0,0,0
21861,21809,0.007254,0.033443,0.00664,166.98,0,0,0,0,1,0,0,42.99,7.1,-42.86,-7.23,0,0,0,0
21811,21812,0.000226,0.001062,0,0,0,0,0,0,1,0,0,-4.02,-0.97,4.02,0.97,0,0,0,0
21811,21813,0.000289,0.001055,0,0,0,0,0,0,1,0,0,4.02,0.97,-4.02,-0.97,0,0,0,0
21890,21812,0.004891,0.01671,0.00268,104.68,0,0,0,0,1,0,0,10,2.19,-10,-2.46,0,0,0,0
21812,29431,0.00727,0.027129,0.00615,120.46,0,0,0,0,1,0,0,5.98,1.49,-5.97,-2.14,0,0,0,0
21815,21814,0.01108,0.275467,0,30.26,0,0,1.05,0,1,0,0,0.24,-10.42,-0.23,10.71,0,0,0,0
21814,21816,0.000288,0.001162,0,0,0,0,0,0,1,0,0,14.42,1.36,-14.42,-1.35,0,0,0,0
21814,21837,0.006457,0.02539,0.00617,160.43,0,0,0,0,1,0,0,-33.09,32.36,33.22,-32.5,0,0,0,0
21910,21814,0.00593,0.02713,0.00489,150.85,0,0,0,0,1,0,0,-18.77,44.49,18.9,-44.43,0,0,0,0
21907,21815,0.033358,0.063223,0.00135,70.69,0,0,0,0,1,0,0,-22.8,-5.5,22.97,5.66,0,0,0,0
21815,46175,0.008331,0.02998,0.00196,74.44,0,0,0,0,1,0,0,-23.21,4.75,23.25,-4.82,0,0,0,0
21817,21818,0.00025,0.001123,0,0,0,0,0,0,1,0,0,2.09,0.69,-2.09,-0.69,0,0,0,0
21829,21817,0.004341,0.022031,0.00659,167.13,0,0,0,0,1,0,0,-38.24,8.25,38.3,-8.65,0,0,0,0
22001,21817,0.002944,0.008847,0.00157,143.9,0,0,0,0,1,0,0,-5.77,2.57,5.77,-2.73,0,0,0,0
29448,21819,0.005615,0.024238,0.00304,116.09,0,0,0,0,1,0,0,-7.56,8.61,7.57,-8.92,0,0,0,0
29978,21819,0.012018,0.061505,0.0108,144.88,0,0,0,0,1,0,0,22.84,-3.47,-22.78,2.59,0,0,0,0
21821,21820,0.013562,0.282221,0,25.45,0,0,1.0125,0,1,0,0,0,0,0,0,0,0,0,0
21820,21822,0.000243,0.001169,0,0,0,0,0,0,1,0,0,3.02,1.09,-3.02,-1.09,0,0,0,0
21820,45207,0.006763,0.033384,0.01706,176.74,0,0,0,0,1,0,0,-72.94,-0.4,73.27,0.13,0,0,0,0
21823,21826,-0.000396,-0.009528,0,138.75,0,0,1,0,1,0,0,3.79,1.28,-3.79,-1.28,0,0,0,0
21823,21827,0.000267,0.001071,0,0,0,0,0,0,1,0,0,-3.79,3.04,3.79,-3.04,0,0,0,0
21823,21828,0.000241,0.00119,0,0,0,0,0,0,1,0,0,0,0,0,-0,0,0,0,0
21824,21826,0.006324,0.151978,0,69.38,0,0,1,0,1,0,0,-3.79,-1.26,3.79,1.28,0,0,0,0
21825,21826,0.006324,0.151978,0,69.38,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21829,21830,0.00028,0.001064,0,0,0,0,0,0,1,0,0,8.5,6.15,-8.5,-6.15,0,0,0,0
21832,21831,0.000239,0.017652,0,801.32,0,0,1.025,0,1,0,0,18.61,-85.18,-18.59,86.45,0,0,0,0
29784,21831,0.000297,0.004177,0.54789,2405,0,0,0,0,1,0,0,-18.58,43.24,18.59,-102.76,0,0,0,0
21833,21832,0.001588,0.077784,0,138.79,0,0,1.01875,0,1,0,0,-41.19,-26.64,41.23,28.39,0,0,0,0
21832,21835,0.001643,0.015549,0.02889,500.27,0,0,0,0,1,0,0,104.32,16.07,-104.16,-17.7,0,0,0,0
21844,21832,0.002342,0.019513,0.0447,522.36,0,0,0,0,1,0,0,-10.94,-32.31,10.96,27.56,0,0,0,0
21832,45193,0.002508,0.025218,0.06677,709.53,0,0,0,0,1,0,0,-187.54,9.24,188.33,-8.64,0,0,0,0
21832,45193,0.002508,0.025218,0.06677,709.53,0,0,0,0,1,0,0,-187.54,9.24,188.33,-8.64,0,0,0,0
21834,21833,0.005128,0.163277,0,120.78,0,0,1.04375,0,1,0,0,-54.43,-26.57,54.62,32.53,0,0,0,0
21833,21841,0.006245,0.03456,0.01461,192.24,0,0,0,0,1,0,0,-13.43,-5.89,13.44,4.34,0,0,0,0
21894,21834,0.012684,0.045976,0.01086,169.81,0,0,0,0,1,0,0,-55.48,-3.02,55.84,3.15,0,0,0,0
21834,22112,0.001724,0.009849,0.00283,182.78,0,0,0,0,1,0,0,-81.83,9.95,81.93,-9.65,0,0,0,0
21836,21835,0.001793,0.063937,0,122.52,0,0,1.01875,0,1,0,0,-19.38,-23.11,19.4,23.65,0,0,0,0
29400,21835,0.001998,0.016346,0.05916,484.18,0,0,0,0,1,0,0,-84.63,0.51,84.76,-5.96,0,0,0,0
21836,21840,0.000875,0.029833,0,125.21,0,0,1,0,1,0,0,46.96,26.83,-46.94,-26.05,0,0,0,0
21836,21841,0.000207,0.001093,0,0,0,0,0,0,1,0,0,-27.58,-3.72,27.58,3.73,0,0,0,0
21838,21837,0.005423,0.143771,0,95,0,0,1.1,0,1,0,0,-13.49,-52.01,13.66,56.62,0,0,0,0
21837,21840,0.002145,0.073157,0,100.21,0,0,1,0,1,0,0,-46.88,-24.12,46.94,26.05,0,0,0,0
21838,21846,0.022128,0.050456,0.00286,69.63,0,0,0,0,1,0,0,-29.13,-0.39,29.3,0.47,0,0,0,0
21838,45208,0.037635,0.069037,0.00345,74.7,0,0,0,0,1,0,0,-37.8,3.27,38.3,-2.73,0,0,0,0
21839,21840,0.012115,0.413203,0,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21841,45189,0.006463,0.049385,0.01518,219.9,0,0,0,0,1,0,0,-41.02,-8.07,41.12,7.14,0,0,0,0
21842,21910,0.005513,0.026156,0.02352,158.31,0,0,0,0,1,0,0,-17.54,-12.56,17.56,10.11,0,0,0,0
21842,29408,0.006506,0.030028,0.00874,161.67,0,0,0,0,1,0,0,19.1,5.77,-19.08,-6.61,0,0,0,0
29758,21842,0.011043,0.046989,0.01147,170.23,0,0,0,0,1,0,0,42.62,5.5,-42.44,-5.96,0,0,0,0
21843,21844,0.000259,0.001144,0,0,0,0,0,0,1,0,0,-40.88,-6.35,40.88,6.37,0,0,0,0
21844,29392,0.001787,0.016846,0.10527,482.07,0,0,0,0,1,0,0,-29.94,25.94,29.97,-37.17,0,0,0,0
21845,21848,0.019916,0.475016,0,164.58,0,0,1,0,1,0,0,2.31,0.73,-2.31,-0.71,0,0,0,0
21845,21852,0.00024,0.001045,0,0,0,0,0,0,1,0,0,5.25,0.6,-5.25,-0.6,0,0,0,0
21845,21853,0.000285,0.001128,0,0,0,0,0,0,1,0,0,-7.56,-1.33,7.56,1.33,0,0,0,0
21846,21848,-0.007888,-0.188129,0,39.58,0,0,1,0,1,0,0,-2.31,-0.72,2.31,0.71,0,0,0,0
21846,21851,-0.000624,-0.011137,0,130.87,0,0,1,0,1,0,0,0,0,-0,0,0,0,0,0
21846,45208,0.021122,0.046906,0.00385,69.14,0,0,0,0,1,0,0,-26.99,0.25,27.13,-0.37,0,0,0,0
21847,21848,0.0739,1.762612,0,125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21849,21851,0.008056,0.143882,0,65.44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21850,21851,0.008056,0.143882,0,65.44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29398,21853,0.030754,0.121761,0.01571,127.46,0,0,0,0,1,0,0,7.57,-0.35,-7.56,-1.33,0,0,0,0
29008,21854,0.015793,0.076634,0.01349,191.63,0,0,0,0,1,0,0,78.37,-9.25,-77.46,12.22,0,0,0,0
21855,21856,0.00023,0.001091,0,0,0,0,0,0,1,0,0,-16.44,-10.75,16.44,10.76,0,0,0,0
21855,21857,0.000224,0.001158,0,0,0,0,0,0,1,0,0,16.44,10.75,-16.44,-10.75,0,0,0,0
21856,21870,0.002412,0.009538,0.00531,150.64,0,0,0,0,1,0,0,-28.52,-3.33,28.54,2.81,0,0,0,0
21878,21856,0.000275,0.001413,0.00079,183.65,0,0,0,0,1,0,0,-103.07,-11.04,103.1,11.09,0,0,0,0
21856,21903,0.010707,0.042002,0.01463,170.37,0,0,0,0,1,0,0,42.79,6.52,-42.61,-7.43,0,0,0,0
21858,21885,0.00517,0.023992,0.00706,136.94,0,0,0,0,1,0,0,12.55,-1.75,-12.55,1.01,0,0,0,0
21858,21892,0.01123,0.048186,0.01269,150.03,0,0,0,0,1,0,0,-27.09,1.45,27.17,-2.52,0,0,0,0
21892,21859,0.00365,0.016253,0.00328,158.73,0,0,0,0,1,0,0,-37.82,-1.81,37.87,1.66,0,0,0,0
21859,45198,0.018863,0.069113,0.01284,170.2,0,0,0,0,1,0,0,-57.44,-1.33,58,1.96,0,0,0,0
21859,45215,0.005309,0.02632,0.01711,131.67,0,0,0,0,1,0,0,9.79,-2.32,-9.79,0.46,0,0,0,0
21901,21860,0.004568,0.018295,0.00834,187.24,0,0,0,0,1,0,0,-34.77,-3.9,34.82,3.2,0,0,0,0
21901,21860,0.004568,0.018295,0.00834,187.24,0,0,0,0,1,0,0,-34.77,-3.9,34.82,3.2,0,0,0,0
21860,21914,0.004275,0.020608,0.00513,158.83,0,0,0,0,1,0,0,-22.1,-2.45,22.12,1.98,0,0,0,0
21861,21862,0.000237,0.00119,0,0,0,0,0,0,1,0,0,12.79,0.89,-12.79,-0.89,0,0,0,0
21861,21881,0.00618,0.027758,0.00668,135.31,0,0,0,0,1,0,0,-10.37,-5.18,10.38,4.49,0,0,0,0
45215,21861,0.011548,0.050999,0.0074,166.93,0,0,0,0,1,0,0,45.63,2.96,-45.41,-2.81,0,0,0,0
21863,21866,-0.000293,-0.00661,0,120.08,0,0,1,0,1,0,0,-0,0,0,0,0,0,0,0
21863,21867,0.000257,0.001059,0,0,0,0,0,0,1,0,0,-2.58,-0.99,2.58,0.99,0,0,0,0
21864,21866,0.010058,0.227056,0,60.04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21865,21866,0.010058,0.227056,0,60.04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29398,21867,0.007895,0.035181,0.00499,164.45,0,0,0,0,1,0,0,33.58,7.6,-33.49,-7.77,0,0,0,0
29758,21867,0.002713,0.012673,0.00327,162.56,0,0,0,0,1,0,0,-30.89,-7.02,30.92,6.78,0,0,0,0
21868,21904,0.005467,0.026206,0.00706,156.44,0,0,0,0,1,0,0,40.32,12.95,-40.23,-13.28,0,0,0,0
21869,21870,0.000284,0.001008,0,0,0,0,0,0,1,0,0,-13.43,-6.37,13.43,6.37,0,0,0,0
21871,21872,0.000278,0.001052,0,0,0,0,0,0,1,0,0,38.44,1.7,-38.43,-1.68,0,0,0,0
21871,21873,0.000254,0.001136,0,0,0,0,0,0,1,0,0,-38.44,-1.7,38.44,1.72,0,0,0,0
21873,21898,0.002105,0.020083,0.04871,617.49,0,0,0,0,1,0,0,226.85,104.47,-225.57,-97.19,0,0,0,0
21873,21981,0.002556,0.023899,0.05868,642.62,0,0,0,0,1,0,0,-265.28,-106.18,267.28,118.6,0,0,0,0
21874,21875,0.000229,0.001046,0,0,0,0,0,0,1,0,0,38.44,3.22,-38.43,-3.2,0,0,0,0
21880,21874,0.009035,0.034099,0.00911,135.44,0,0,0,0,1,0,0,-9.91,14.01,9.94,-14.89,0,0,0,0
21874,21913,0.012172,0.034758,0.007,163.94,0,0,0,0,1,0,0,-48.37,11.67,48.66,-11.62,0,0,0,0
21876,21877,0.000269,0.001119,0,0,0,0,0,0,1,0,0,14.2,2.04,-14.2,-2.03,0,0,0,0
21876,21894,0.012834,0.064346,0.01501,155.12,0,0,0,0,1,0,0,-29.63,1.93,29.74,-3.01,0,0,0,0
21876,21902,0.005056,0.026065,0.00787,143.26,0,0,0,0,1,0,0,15.43,-3.96,-15.42,3.18,0,0,0,0
21878,21879,0.000213,0.001031,0,0,0,0,0,0,1,0,0,30.32,2.82,-30.32,-2.82,0,0,0,0
21878,22078,0.002954,0.012195,0.00492,185.81,0,0,0,0,1,0,0,111.2,17.86,-110.86,-17.03,0,0,0,0
21896,21880,0.003024,0.014657,0.00622,110.56,0,0,0,0,1,0,0,5.01,19.6,-5,-20.22,0,0,0,0
21881,21882,0.000205,0.001179,0,0,0,0,0,0,1,0,0,3.82,0.52,-3.82,-0.52,0,0,0,0
21883,21884,0.000274,0.001098,0,0,0,0,0,0,1,0,0,2.84,0.56,-2.84,-0.56,0,0,0,0
21901,21883,0.005652,0.022266,0.00555,174.77,0,0,0,0,1,0,0,36.17,-12.2,-36.09,11.89,0,0,0,0
29463,21883,0.011251,0.044263,0.03176,181.81,0,0,0,0,1,0,0,-33.12,9.46,33.25,-12.44,0,0,0,0
21886,21889,0.000812,0.020866,0,116.89,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21886,21890,0.000284,0.001054,0,0,0,0,0,0,1,0,0,-4.23,-0.98,4.23,0.98,0,0,0,0
21886,21891,0.000264,0.001197,0,0,0,0,0,0,1,0,0,4.23,0.98,-4.22,-0.98,0,0,0,0
21887,21889,0.007348,0.188821,0,58.44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21888,21889,0.007348,0.188821,0,58.44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29432,21890,0.007048,0.03318,0.00837,128.6,0,0,0,0,1,0,0,9.98,-6.91,-9.97,6.05,0,0,0,0
21890,29480,0.007243,0.030896,0.01287,116.9,0,0,0,0,1,0,0,-4.26,-9.23,4.26,7.86,0,0,0,0
21892,21893,0.000295,0.001198,0,0,0,0,0,0,1,0,0,10.65,4.33,-10.65,-4.33,0,0,0,0
21896,21895,0.001451,0.062223,0,203.24,0,0,1.075,0,1,0,0,-82.39,-30.32,82.51,35.42,0,0,0,0
21895,21897,0.000251,0.001032,0,0,0,0,0,0,1,0,0,49.33,15.59,-49.32,-15.56,0,0,0,0
21895,21898,0.000292,0.001061,0,0,0,0,0,0,1,0,0,-131.84,-51.01,131.9,51.22,0,0,0,0
21899,21900,0.000253,0.001019,0,0,0,0,0,0,1,0,0,49.33,7.78,-49.32,-7.76,0,0,0,0
29469,21901,0.003008,0.015114,0.05472,141.33,0,0,0,0,1,0,0,24.18,-31.36,-24.14,25.6,0,0,0,0
21902,21904,0.00722,0.029797,0.00635,131.73,0,0,0,0,1,0,0,-14.79,-9.12,14.81,8.52,0,0,0,0
21914,21903,0.002531,0.013499,0.01405,162.69,0,0,0,0,1,0,0,-28.86,-4.03,28.88,2.59,0,0,0,0
21906,21909,0.014042,0.353794,0,219.64,0,0,1,0,1,0,0,1.2,-0.03,-1.2,0.04,0,0,0,0
21906,21910,0.000224,0.001173,0,0,0,0,0,0,1,0,0,-1.2,54.63,1.21,-54.6,0,0,0,0
21906,21911,0.000279,0.001157,0,0,0,0,0,0,1,0,0,-0,0,0,0,0,0,0,0
21906,21912,0.000277,0.001018,0,0,0,0,0,0,1,0,0,0,0,0,-0,0,0,0,0
21907,21909,-0.005446,-0.137204,0,63.43,0,0,1,0,1,0,0,-1.2,0.03,1.2,-0.04,0,0,0,0
21908,21909,0.042556,1.072189,0,156.21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21914,21915,0.00028,0.001036,0,0,0,0,0,0,1,0,0,6.74,2.05,-6.74,-2.05,0,0,0,0
21916,21917,0.01374,0.471787,0,18.71,0,0,0.9875,0,1,0,0,-1.7,0.2,1.7,-0.19,0,0,0,0
21916,21918,0.000223,0.001064,0,0,0,0,0,0,1,0,0,1.7,-0.2,-1.7,0.2,0,0,0,0
21919,21920,0.000228,0.001059,0,0,0,0,0,0,1,0,0,17.5,8.91,-17.5,-8.9,0,0,0,0
22026,21920,0.00249,0.009081,0.00239,206.1,0,0,0,0,1,0,0,75.73,24.61,-75.59,-24.35,0,0,0,0
22026,21920,0.00249,0.009081,0.00239,206.1,0,0,0,0,1,0,0,75.73,24.61,-75.59,-24.35,0,0,0,0
22026,21920,0.00249,0.009081,0.00239,206.1,0,0,0,0,1,0,0,75.73,24.61,-75.59,-24.35,0,0,0,0
21921,21922,0.000295,0.001066,0,0,0,0,0,0,1,0,0,27.4,13.95,-27.4,-13.94,0,0,0,0
21923,21926,0.012689,0.3395,0,194.46,0,0,1,0,1,0,0,4.29,-1.21,-4.28,1.28,0,0,0,0
21923,21927,0.000213,0.001009,0,0,0,0,0,0,1,0,0,-4.29,1.21,4.29,-1.21,0,0,0,0
21924,21926,-0.003763,-0.100685,0,44.46,0,0,1,0,1,0,0,-4.28,1.26,4.28,-1.28,0,0,0,0
21924,63267,0.013612,0.031734,0.00234,62.78,0,0,0,0,1,0,0,21.52,-1.77,-21.46,1.65,0,0,0,0
63271,21924,0.009819,0.027867,0.00117,52.82,0,0,0,0,1,0,0,-13.74,-17.88,13.79,17.89,0,0,0,0
21924,63289,0.014531,0.030831,0.00122,57.64,0,0,0,0,1,0,0,7.3,-11.73,-7.28,11.65,0,0,0,0
21925,21926,0.059203,1.583992,0,150,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
63252,21927,0.003957,0.013488,0.00202,147.05,0,0,0,0,1,0,0,24.04,-5.45,-24.02,5.31,0,0,0,0
21929,21928,8.8e-05,0.008042,0,1140.12,0,0,1.00625,0,1,0,0,-611.28,-60.77,611.59,89.28,0,0,0,0
21928,21933,0.000133,0.008735,0,993.92,0,0,1,0,1,0,0,-247.42,-31.5,247.5,36.54,0,0,0,0
21928,21934,0.000269,0.014988,0,984.69,0,0,1,0,1,0,0,-247.35,-27.93,247.5,36.54,0,0,0,0
21928,21935,0.000304,0.020775,0,895.1,0,0,1,0,1,0,0,-215.22,-27.47,215.35,36.54,0,0,0,0
21928,21936,0.000136,0.011277,0,894.49,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21928,21937,0.000213,0.016187,0,709.08,0,0,1,0,1,0,0,-132.76,-33.73,132.8,36.54,0,0,0,0
21928,21940,0.000234,0.001113,0,0,0,0,0,0,1,0,0,231.16,-270.34,-230.88,271.65,0,0,0,0
21929,21932,0.002171,0.108758,0,285.91,0,0,1,0,1,0,0,111.11,24.05,-110.85,-11.01,0,0,0,0
21929,21938,0.000253,0.001131,0,0,0,0,0,0,1,0,0,500.17,36.72,-499.58,-34.08,0,0,0,0
21929,21939,0.000208,0.001041,0,0,0,0,0,0,1,0,0,0,0,-0,0,0,0,0,0
21929,21941,0.000205,0.001092,0,0,0,0,0,0,1,0,0,0,0,-0,0,0,0,0,0
21930,21932,-0.00095,-0.047573,0,210.91,0,0,1,0,1,0,0,-110.96,-16.71,110.85,11.01,0,0,0,0
21931,21932,0.007011,0.351218,0,75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21938,21957,0.000191,0.001582,0.005,435.68,0,0,0,0,1,0,0,19.55,20.88,-19.55,-21.41,0,0,0,0
21956,21940,1.3e-05,0.000244,0.02657,2485.7,0,0,0,0,1,0,0,23.8,240.16,-23.79,-242.9,0,0,0,0
21940,22050,5.2e-05,0.001091,0.11756,2422.58,0,0,0,0,1,0,0,254.67,-28.75,-254.64,16.68,0,0,0,0
21943,21942,0.000249,0.017384,0,827.47,0,0,1,0,1,0,0,-252.41,-35.18,252.56,45.65,0,0,0,0
21942,21945,0.000352,0.026657,0,436.5,0,0,1,0,1,0,0,-47.99,5.9,48,-5.33,0,0,0,0
21942,21950,0.000295,0.001162,0,0,0,0,0,0,1,0,0,-204.57,176.05,204.77,-175.28,0,0,0,0
21944,21943,0.00124,0.044933,0,278.6,0,0,1,0,1,0,0,-101.96,-1.7,102.08,6.06,0,0,0,0
21944,21943,0.00124,0.044933,0,278.6,0,0,1,0,1,0,0,-101.96,-1.7,102.08,6.06,0,0,0,0
21944,21943,0.00124,0.044933,0,278.6,0,0,1,0,1,0,0,-101.96,-1.7,102.08,6.06,0,0,0,0
21943,21946,0.001636,0.071835,0,231.99,0,0,1,0,1,0,0,-47.96,-22.56,48,24.43,0,0,0,0
21943,21947,0.001257,0.03807,0,224.77,0,0,1,0,1,0,0,-47.97,-23.43,48,24.43,0,0,0,0
21943,21948,0.000203,0.001094,0,0,0,0,0,0,1,0,0,0.73,0.21,-0.73,-0.21,0,0,0,0
21943,21949,0.00021,0.001055,0,0,0,0,0,0,1,0,0,41.36,62.79,-41.35,-62.73,0,0,0,0
22024,21950,0.00014,0.003,0.29911,2909.61,0,0,0,0,1,0,0,544.56,-230.41,-544.12,207.46,0,0,0,0
21950,49397,0.000213,0.003819,0.39057,2818.94,0,0,0,0,1,0,0,339.35,-32.18,-339.12,-6.4,0,0,0,0
21952,21951,0.000271,0.018923,0,860.51,0,0,1,0,1,0,0,-307.71,-2.01,307.94,18.7,0,0,0,0
21951,21954,0.000114,0.009403,0,1149.31,0,0,1,0,1,0,0,-443.8,-59.81,444.02,77.27,0,0,0,0
21951,21955,0.000224,0.016369,0,1146.85,0,0,1,0,1,0,0,-587.36,-24.87,588.08,77.27,0,0,0,0
21951,21956,0.000263,0.001006,0,0,0,0,0,0,1,0,0,723.22,-387.42,-721.58,393.7,0,0,0,0
21953,21952,0.001233,0.054375,0,212.76,0,0,1,0,1,0,0,-114.42,-15.21,114.57,22.11,0,0,0,0
21952,21957,0.000203,0.001047,0,0,0,0,0,0,1,0,0,193.13,-20.09,-193.06,20.46,0,0,0,0
21956,22086,0.000219,0.003242,0.32605,3028.57,0,0,0,0,1,0,0,1101,-235.63,-1098.45,237.82,0,0,0,0
22079,21958,0.000733,0.002784,0.00583,150.41,0,0,0,0,1,0,0,2.98,7.27,-2.98,-7.89,0,0,0,0
21989,21959,0.003575,0.013471,0.00527,175.16,0,0,0,0,1,0,0,62.71,-0.17,-62.58,0.05,0,0,0,0
21960,21961,0.003039,0.081212,0,134.55,0,0,1,0,1,0,0,-103.19,19.7,103.5,-11.49,0,0,0,0
21960,21962,0.000274,0.001067,0,0,0,0,0,0,1,0,0,103.19,-19.7,-103.16,19.81,0,0,0,0
21960,21963,0.000229,0.001049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21962,22026,0.000924,0.004593,0.0016,278.36,0,0,0,0,1,0,0,-57.06,-68.35,57.12,68.51,0,0,0,0
21964,22026,0.001019,0.006458,0.00117,159.78,0,0,0,0,1,0,0,-69.57,-29.69,69.62,29.9,0,0,0,0
21965,21966,0.00478,0.118185,0,33.32,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21965,21967,0.042149,1.117494,0,13.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21965,21968,0.000283,0.0011,0,0,0,0,0,0,1,0,0,0,0,-0,0,0,0,0,0
21970,21969,0.000145,0.011159,0,651.74,0,0,1.0375,0,1,0,0,-213.64,-306.82,213.84,322.05,0,0,0,0
21969,21974,0.000197,0.014779,0,867.62,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21969,21975,0.000202,0.012545,0,866.21,0,0,1.03125,0,1,0,0,-195.91,-85.76,196,91.34,0,0,0,0
21969,21976,0.000255,0.018929,0,864.39,0,0,1.0375,0,1,0,0,-195.89,-82.92,196,91.34,0,0,0,0
21969,21977,0.000214,0.01813,0,788.91,0,0,1.0375,0,1,0,0,-162.93,-70.34,163,75.96,0,0,0,0
21969,21978,0.000183,0.013425,0,788.48,0,0,1.03125,0,1,0,0,-162.94,-71.82,163,75.96,0,0,0,0
21969,21979,0.000478,0.034184,0,366.73,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21969,21980,0.000284,0.001183,0,0,0,0,0,0,1,0,0,503.84,12.89,-503.18,-10.14,0,0,0,0
21971,21970,0.000407,0.022567,0,569.09,0,0,1.01875,0,1,0,0,-186.22,-68.27,186.37,76.58,0,0,0,0
21971,21970,0.000407,0.022567,0,569.09,0,0,1.01875,0,1,0,0,-186.22,-68.27,186.37,76.58,0,0,0,0
21971,21970,0.000407,0.022567,0,569.09,0,0,1.01875,0,1,0,0,-186.22,-68.27,186.37,76.58,0,0,0,0
21970,63087,0.000519,0.006041,0.07464,1218.75,0,0,0,0,1,0,0,-345.47,77.08,346.06,-78.38,0,0,0,0
21972,21971,0.001393,0.06148,0,108.57,0,0,1.04375,0,1,0,0,-30.93,-79.37,31.03,83.79,0,0,0,0
21971,21981,0.000269,0.001101,0,0,0,0,0,0,1,0,0,527.63,121.01,-526.92,-118.1,0,0,0,0
21973,21972,0.00467,0.126232,0,119.68,0,0,1.01875,0,1,0,0,-50.77,-9.81,50.89,12.98,0,0,0,0
21973,21972,0.00467,0.126232,0,119.68,0,0,1.01875,0,1,0,0,-50.77,-9.81,50.89,12.98,0,0,0,0
21973,21972,0.00467,0.126232,0,119.68,0,0,1.01875,0,1,0,0,-50.77,-9.81,50.89,12.98,0,0,0,0
21972,21982,0.000203,0.001183,0,0,0,0,0,0,1,0,0,-121.74,40.42,121.77,-40.24,0,0,0,0
21973,22117,0.001419,0.006,0.00177,193.14,0,0,0,0,1,0,0,125.52,22.64,-125.31,-21.95,0,0,0,0
21980,63089,0.00013,0.002475,0.18454,2822.73,0,0,0,0,1,0,0,-488.41,4.98,488.69,-19.72,0,0,0,0
21982,45204,0.010125,0.046953,0.03998,195.47,0,0,0,0,1,0,0,-8.29,24.99,8.36,-28.98,0,0,0,0
21982,63004,0.024116,0.143848,0.03796,209.85,0,0,0,0,1,0,0,-25.71,16.49,25.93,-19.26,0,0,0,0
21982,63052,0.008385,0.053631,0.05619,236.99,0,0,0,0,1,0,0,-83.84,10.27,84.39,-12.92,0,0,0,0
