GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN
19372,19.6,6,9.98,-2.18,1.0485,23.52,1,19.6,5.93,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0
19372,19.6,6,9.98,-2.18,1.0485,23.52,1,19.6,6.78,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0
19378,1029.6,179.86,378.89,-84.43,1.0539,1235.52,1,1029.6,253.4,0,0,0,0,0,0,0,0,0,0,1029.6,0,0,0,0
19382,18.5,-2.05,9.42,-2.05,1.043,22.2,1,18.5,6.15,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0
19382,18.5,-2.05,9.42,-2.05,1.043,22.2,1,18.5,8.33,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0
19382,18.5,-2.05,9.42,-2.05,1.043,22.2,1,18.5,4.86,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0
19382,18.5,-2.05,9.42,-2.05,1.043,22.2,1,18.5,5.1,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0
21917,1.7,-0.19,0.87,-0.19,1.0501,2.04,1,1.7,0.43,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0
21919,5.83,2.97,2.97,-0.65,1.0455,7,1,5.83,0.72,0,0,0,0,0,0,0,0,0,0,5.8333,0,0,0,0
21919,5.83,2.97,2.97,-0.65,1.0455,7,1,5.83,2.06,0,0,0,0,0,0,0,0,0,0,5.8333,0,0,0,0
21919,5.83,2.97,2.97,-0.65,1.0455,7,1,5.83,2.05,0,0,0,0,0,0,0,0,0,0,5.8333,0,0,0,0
21921,5.4,2.75,2.75,-0.6,1.043,6.48,1,5.4,0.61,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0
21921,11,5.6,5.6,-1.22,1.043,13.2,1,11,5.12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
21921,11,5.6,5.6,-1.22,1.043,13.2,1,11,2.55,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
21924,5.4,2.75,2.75,-0.6,1.04,6.48,1,5.4,0.7,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0
21924,5.4,2.75,2.75,-0.6,1.04,6.48,1,5.4,0.71,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0
21933,247.5,36.54,115.33,-30.2,1.0412,297,1,247.5,108.69,0,0,0,0,0,0,0,0,0,0,247.5,0,0,0,0
21934,247.5,36.54,115.33,-30.2,1.0433,297,1,247.5,104.59,0,0,0,0,0,0,0,0,0,0,247.5,0,0,0,0
21935,215.35,36.54,100.35,-26.27,1.045,258.42,1,215.35,77.48,0,0,0,0,0,0,0,0,0,0,215.35,0,0,0,0
21936,0,0,100.35,-26.27,1.038,258.42,0,215.35,28.73,0,0,0,0,0,0,0,0,0,0,215.35,0,0,0,0
21937,132.8,36.54,61.88,-16.2,1.0437,159.36,1,132.8,15.62,0,0,0,0,0,0,0,0,0,0,132.8,0,0,0,0
21945,24,-2.66,12.22,-2.66,1.0448,28.8,1,24,7.41,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
21945,24,-2.66,12.22,-2.66,1.0448,28.8,1,24,7.6,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
21946,24,12.22,12.22,-2.66,1.0556,28.8,1,24,8.76,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
21946,24,12.22,12.22,-2.66,1.0556,28.8,1,24,6.8,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
21947,24,12.22,12.22,-2.66,1.048,28.8,1,24,7.14,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
21947,24,12.22,12.22,-2.66,1.048,28.8,1,24,3.56,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
21954,444.02,77.27,319.21,-83.57,1.0457,822,1,685,82.54,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0
21955,588.08,77.27,319.21,-83.57,1.0483,822,1,685,200.41,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0
21958,2.1,1.07,1.07,-0.23,1.04,2.52,1,2.1,0.9,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0
21959,10,-1.44,2.13,-1.44,1.04,12,1,10,4.02,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
21961,103.5,-11.49,52.68,-11.49,1.0354,124.2,1,103.5,33.9,0,0,0,0,0,0,0,0,0,0,103.5,0,0,0,0
21964,32.25,-3.58,16.42,-3.58,1.038,38.7,1,32.25,7.4,0,0,0,0,0,0,0,0,0,0,32.25,0,0,0,0
21964,32.25,-3.58,16.42,-3.58,1.038,38.7,1,32.25,13.52,0,0,0,0,0,0,0,0,0,0,32.25,0,0,0,0
21966,0,0,0.61,-0.13,1.0497,1.44,0,1.2,0.21,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
21966,0,0,0.61,-0.13,1.0497,1.44,0,1.2,0.47,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
21967,0,0,0.51,-0.11,1.0497,1.2,0,1,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21974,0,0,91.34,-23.91,1.0464,235.2,0,196,82.27,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
21975,196,91.34,91.34,-23.91,1.0259,235.2,1,196,46.03,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
21976,196,91.34,91.34,-23.91,1.0253,235.2,1,196,88.78,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
21977,163,75.96,75.96,-19.89,1.022,195.6,1,163,69.72,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0
21978,163,75.96,75.96,-19.89,1.0247,195.6,1,163,68.16,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0
21979,0,0,8.85,-2.32,1.0464,22.8,0,19,7.46,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
21983,15.27,-1.69,7.77,-1.69,1.038,18.32,1,15.27,6,0,0,0,0,0,0,0,0,0,0,15.2667,0,0,0,0
21983,15.27,-1.69,7.77,-1.69,1.038,18.32,1,15.27,6.7,0,0,0,0,0,0,0,0,0,0,15.2667,0,0,0,0
21983,15.27,-1.69,7.77,-1.69,1.038,18.32,1,15.27,2.92,0,0,0,0,0,0,0,0,0,0,15.2667,0,0,0,0
21983,15.27,-1.69,7.77,-1.69,1.038,18.32,1,15.27,6.62,0,0,0,0,0,0,0,0,0,0,15.2667,0,0,0,0
21983,15.27,-1.69,7.77,-1.69,1.038,18.32,1,15.27,7.21,0,0,0,0,0,0,0,0,0,0,15.2667,0,0,0,0
21983,15.27,-1.69,7.77,-1.69,1.038,18.32,1,15.27,3.5,0,0,0,0,0,0,0,0,0,0,15.2667,0,0,0,0
21985,6.2,2.89,2.89,-0.76,1.043,7.44,1,6.2,2.43,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0
21985,6.2,2.89,2.89,-0.76,1.043,7.44,1,6.2,2.47,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0
21989,40,-5.76,8.52,-5.76,1.0505,48,1,40,17.07,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
21992,20.7,-2.53,9.65,-2.53,1.0365,24.84,1,20.7,4.43,0,0,0,0,0,0,0,0,0,0,20.7,0,0,0,0
21992,20.7,-2.53,9.65,-2.53,1.0365,24.84,1,20.7,5.51,0,0,0,0,0,0,0,0,0,0,20.7,0,0,0,0
21992,20.7,-2.53,9.65,-2.53,1.0365,24.84,1,20.7,4.27,0,0,0,0,0,0,0,0,0,0,20.7,0,0,0,0
21992,20.7,-2.53,9.65,-2.53,1.0365,24.84,1,20.7,4.96,0,0,0,0,0,0,0,0,0,0,20.7,0,0,0,0
21995,22,11.2,11.2,-2.44,1.058,26.4,1,22,5.83,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
22000,1.5,0,0,0,1.0366,1.8,1,1.5,0.24,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0
22008,65.41,240.51,291.72,-76.37,1.0223,751.2,1,626,65.41,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0
22009,132.69,240.51,291.72,-76.37,1.0269,751.2,1,626,132.69,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0
22010,0,0,22.99,-6.02,1.0295,59.2,0,49.33,18.97,0,0,0,0,0,0,0,0,0,0,49.3333,0,0,0,0
22010,49.33,22.99,22.99,-6.02,1.0295,59.2,1,49.33,10.5,0,0,0,0,0,0,0,0,0,0,49.3333,0,0,0,0
22011,17.36,22.99,22.99,-6.02,1.0321,59.2,1,49.33,9.36,0,0,0,0,0,0,0,0,0,0,49.3333,0,0,0,0
22012,49.33,22.99,22.99,-6.02,1.031,59.2,1,49.33,18.59,0,0,0,0,0,0,0,0,0,0,49.3333,0,0,0,0
22012,20.31,22.99,22.99,-6.02,1.031,59.2,1,49.33,20.31,0,0,0,0,0,0,0,0,0,0,49.3333,0,0,0,0
22013,49.33,22.99,22.99,-6.02,1.0265,59.2,1,49.33,7.26,0,0,0,0,0,0,0,0,0,0,49.3333,0,0,0,0
22019,914.35,336.48,336.48,-74.98,1.0634,1097.22,1,914.35,437.04,0,0,0,0,0,0,0,0,0,0,914.35,0,0,0,0
22020,914.35,336.48,336.48,-74.98,1.0644,1097.22,1,914.35,280.69,0,0,0,0,0,0,0,0,0,0,914.35,0,0,0,0
22027,121.5,61.84,61.84,-13.49,1.0259,145.8,1,121.5,44.32,0,0,0,0,0,0,0,0,0,0,121.5,0,0,0,0
22031,5.5,0,0,0,1.0347,6.6,1,5.5,2.66,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0
22038,183.36,53.65,169.62,-44.41,1.0512,436.8,1,364,138.2,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0
22039,0,0,169.62,-44.41,1.045,436.8,0,364,156.18,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0
22040,235.7,53.65,149.04,-39.02,1.051,383.8,1,319.83,109.5,0,0,0,0,0,0,0,0,0,0,319.8333,0,0,0,0
22041,88.67,53.65,149.04,-39.02,1.0536,383.8,1,319.83,88.67,0,0,0,0,0,0,0,0,0,0,319.8333,0,0,0,0
22042,205.77,53.65,149.04,-39.02,1.0512,383.8,1,319.83,34.68,0,0,0,0,0,0,0,0,0,0,319.8333,0,0,0,0
22043,319.83,53.65,149.04,-39.02,1.0534,383.8,1,319.83,41,0,0,0,0,0,0,0,0,0,0,319.8333,0,0,0,0
22044,211.76,53.65,149.04,-39.02,1.0511,383.8,1,319.83,139.72,0,0,0,0,0,0,0,0,0,0,319.8333,0,0,0,0
22045,96.14,53.65,149.04,-39.02,1.0499,383.8,1,319.83,40.22,0,0,0,0,0,0,0,0,0,0,319.8333,0,0,0,0
22050,25,12.73,12.73,-2.78,1.0425,30,1,25,11.97,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
22050,72.2,36.75,36.75,-8.01,1.0425,86.64,1,72.2,26.76,0,0,0,0,0,0,0,0,0,0,72.2,0,0,0,0
22051,25,12.73,12.73,-2.78,1.04,30,1,25,8.7,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
22057,70,14.91,14.91,-10.08,1.0464,84,1,70,13.76,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
22059,96.27,49,49,-10.69,1.04,115.52,1,96.27,28.23,0,0,0,0,0,0,0,0,0,0,96.2667,0,0,0,0
22059,96.27,49,49,-10.69,1.04,115.52,1,96.27,12.15,0,0,0,0,0,0,0,0,0,0,96.2667,0,0,0,0
22059,96.27,49,49,-10.69,1.04,115.52,1,96.27,28.14,0,0,0,0,0,0,0,0,0,0,96.2667,0,0,0,0
22063,13.7,0,0,0,1.0264,16.44,1,13.7,1.96,0,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0
22069,88.15,23.11,106.71,-27.94,1.053,274.8,1,229,88.15,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0
22073,1,0,0,0,1.041,1.2,1,1,0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22074,2,0,0,0,1.0411,2.4,1,2,0.32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22077,0,0,0.56,-0.12,1.04,1.32,0,1.1,0.25,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
22077,0,0,0.56,-0.12,1.04,1.32,0,1.1,0.19,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
22079,0,0,0.41,-0.09,1.04,0.96,0,0.8,0.31,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
22079,0,0,0.56,-0.12,1.04,1.32,0,1.1,0.48,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
22079,1.1,0.56,0.56,-0.12,1.04,1.32,1,1.1,0.15,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
22083,5.52,15.14,15.14,-3.97,1.0577,39,1,32.5,5.52,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0
22083,32.5,15.14,15.14,-3.97,1.0577,39,1,32.5,10.73,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0
22089,0,0,93.15,-24.39,1.046,239.88,0,199.9,94.33,0,0,0,0,0,0,0,0,0,0,199.9,0,0,0,0
22090,172.8,-6.5,93.15,-24.39,1.0448,239.88,1,199.9,64.41,0,0,0,0,0,0,0,0,0,0,199.9,0,0,0,0
22091,16,-1.95,7.46,-1.95,1.0453,19.2,1,16,2.33,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
22095,1.2,-0.13,0.61,-0.13,1.0062,1.44,1,1.2,0.26,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
22095,1,-0.11,0.51,-0.11,1.0062,1.2,1,1,0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22096,0,0,0.51,-0.11,1.0062,1.2,0,1,0.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22096,1,-0.11,0.51,-0.11,1.0062,1.2,1,1,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22099,6.67,3.39,3.39,-0.74,1.0141,8,1,6.67,3.17,0,0,0,0,0,0,0,0,0,0,6.6667,0,0,0,0
22099,6.67,3.39,3.39,-0.74,1.0141,8,1,6.67,1.59,0,0,0,0,0,0,0,0,0,0,6.6667,0,0,0,0
22100,6.67,3.39,3.39,-0.74,1.0129,8,1,6.67,1.62,0,0,0,0,0,0,0,0,0,0,6.6667,0,0,0,0
22100,5.7,2.9,2.9,-0.63,1.0129,6.84,1,5.7,1.96,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0
22101,4.34,2.21,2.21,-0.48,1.0155,5.21,1,4.34,1.87,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0
22101,4.34,2.21,2.21,-0.48,1.0155,5.21,1,4.34,1.81,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0
22102,4.34,2.21,2.21,-0.48,1.0106,5.21,1,4.34,0.9,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0
22103,4.34,2.21,2.21,-0.48,1.0128,5.21,1,4.34,1.83,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0
22103,4.34,2.21,2.21,-0.48,1.0128,5.21,1,4.34,2.07,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0
22104,2.3,1.17,1.17,-0.26,1.01,2.76,1,2.3,0.78,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0
22105,2.3,1.17,1.17,-0.26,1.0133,2.76,1,2.3,0.57,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0
22105,2.3,1.17,1.17,-0.26,1.0133,2.76,1,2.3,0.89,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0
22108,40,-5.76,8.52,-5.76,1.0373,48,1,40,11.32,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
22111,27,0,0,0,1.0606,32.4,1,27,12.25,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
22115,10,3.84,3.84,-0.49,1.0218,12,1,10,3.97,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
22115,10,3.84,3.84,-0.49,1.0218,12,1,10,2.77,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
22117,67.8,-7.53,34.51,-7.53,1.0385,81.36,1,67.8,31.65,0,0,0,0,0,0,0,0,0,0,67.8,0,0,0,0
22118,1.6,0.81,0.81,-0.18,1.04,1.92,1,1.6,0.37,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0
22118,0,0,0.81,-0.18,1.04,1.92,0,1.6,0.19,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0
23473,1081.45,397.97,397.97,-88.68,1.015,1297.74,1,1081.45,507.46,0,0,0,0,0,0,0,0,0,0,1081.45,0,0,0,0
23474,1081.45,397.97,397.97,-88.68,1.0152,1297.74,1,1081.45,419.01,0,0,0,0,0,0,0,0,0,0,1081.45,0,0,0,0
23478,4.5,2.29,2.29,-0.5,1.0477,5.4,1,4.5,2.23,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
23480,41.8,19.48,19.48,-5.1,1.045,50.16,1,41.8,16.51,0,0,0,0,0,0,0,0,0,0,41.8,0,0,0,0
23481,0,0,19.48,-5.1,1.0435,50.16,0,41.8,4.35,0,0,0,0,0,0,0,0,0,0,41.8,0,0,0,0
23481,0,0,19.48,-5.1,1.0435,50.16,0,41.8,6.79,0,0,0,0,0,0,0,0,0,0,41.8,0,0,0,0
23481,41.8,0.86,19.48,-5.1,1.0435,50.16,1,41.8,4.2,0,0,0,0,0,0,0,0,0,0,41.8,0,0,0,0
23487,1.9,0,0,0,1.04,2.28,1,1.9,0.72,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0
23487,31.3,0,0,0,1.04,37.56,1,31.3,4.76,0,0,0,0,0,0,0,0,0,0,31.3,0,0,0,0
23490,0,0,0.46,-0.06,1.0381,1.44,0,1.2,0.14,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
23490,1.2,-0.06,0.46,-0.06,1.0381,1.44,1,1.2,0.32,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
23491,1.2,-0.06,0.46,-0.06,1.0381,1.44,1,1.2,0.22,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
23492,1.2,-0.06,0.46,-0.06,1.038,1.44,1,1.2,0.31,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
23492,1.2,-0.06,0.46,-0.06,1.038,1.44,1,1.2,0.33,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
23493,1.2,-0.06,0.46,-0.06,1.0381,1.44,1,1.2,0.56,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
23496,5,2.55,2.55,-0.55,1.04,6,1,5,1.46,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
23496,6.9,3.51,3.51,-0.77,1.04,8.28,1,6.9,2.42,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0
23496,6.9,3.51,3.51,-0.77,1.04,8.28,1,6.9,1.93,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0
23496,6.9,3.51,3.51,-0.77,1.04,8.28,1,6.9,1.45,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0
23502,123.83,45.66,57.7,-15.11,1.0248,148.59,1,123.83,20.16,0,0,0,0,0,0,0,0,0,0,123.825,0,0,0,0
23503,13.53,45.66,57.7,-15.11,1.0238,148.59,1,123.83,13.53,0,0,0,0,0,0,0,0,0,0,123.825,0,0,0,0
23504,123.83,45.66,57.7,-15.11,1.0246,148.59,1,123.83,31.75,0,0,0,0,0,0,0,0,0,0,123.825,0,0,0,0
23505,123.83,45.66,57.7,-15.11,1.0252,148.59,1,123.83,12.87,0,0,0,0,0,0,0,0,0,0,123.825,0,0,0,0
23507,0,0,0.61,-0.13,1.037,1.44,0,1.2,0.54,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
23507,1.45,0.74,0.74,-0.16,1.037,1.74,1,1.45,0.37,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
23507,0,0,0.74,-0.16,1.037,1.74,0,1.45,0.39,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
23507,1.45,0.74,0.74,-0.16,1.037,1.74,1,1.45,0.36,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
23507,1.45,0.74,0.74,-0.16,1.037,1.74,1,1.45,0.4,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
23508,6.6,3.36,3.36,-0.73,1.036,7.92,1,6.6,2.53,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0
23508,6.6,3.36,3.36,-0.73,1.036,7.92,1,6.6,0.98,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0
23513,96,25.66,48.86,-10.66,1.0167,115.2,1,96,16.56,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0
23514,1.1,0.56,0.56,-0.12,1.0138,1.32,1,1.1,0.21,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
23520,289,53.05,147.1,-32.08,1.0482,346.8,1,289,138.8,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0
23521,289,53.05,147.1,-32.08,1.0487,346.8,1,289,87.52,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0
23524,7.63,2.93,2.93,-0.37,1.04,9.15,1,7.63,1.11,0,0,0,0,0,0,0,0,0,0,7.625,0,0,0,0
23524,7.63,2.93,2.93,-0.37,1.04,9.15,1,7.63,2.21,0,0,0,0,0,0,0,0,0,0,7.625,0,0,0,0
23524,0,0,2.93,-0.37,1.04,9.15,0,7.63,3.52,0,0,0,0,0,0,0,0,0,0,7.625,0,0,0,0
23524,7.63,2.93,2.93,-0.37,1.04,9.15,1,7.63,3.57,0,0,0,0,0,0,0,0,0,0,7.625,0,0,0,0
23526,19,8.85,8.85,-2.32,1.0118,22.8,1,19,3.04,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
23527,0,0,0.93,-0.24,1.0403,2.4,0,2,0.55,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
23529,4.6,2.34,2.34,-0.51,1.04,5.52,1,4.6,1.76,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0
23530,60.5,2.51,28.19,-7.38,1.044,72.6,1,60.5,11.6,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
23530,60.5,2.51,28.19,-7.38,1.044,72.6,1,60.5,15.61,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
23530,60.5,2.51,28.19,-7.38,1.044,72.6,1,60.5,13.93,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
23530,60.5,2.51,28.19,-7.38,1.044,72.6,1,60.5,27.65,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
23531,3,1.53,1.53,-0.33,1.041,3.6,1,3,1.21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
23531,25.8,9.13,13.13,-2.86,1.041,30.96,1,25.8,5.06,0,0,0,0,0,0,0,0,0,0,25.8,0,0,0,0
23535,4.3,-0.48,2.19,-0.48,1.0413,5.16,1,4.3,0.73,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0
23541,67,2.69,34.1,-7.44,1.0358,80.4,1,67,31.9,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0
23545,2.5,1.16,1.16,-0.3,1.043,3,1,2.5,0.52,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
23545,0,0,1.16,-0.3,1.043,3,0,2.5,0.94,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
23547,0,0,0.44,-0.06,1.04,1.38,0,1.15,0.13,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
23547,1.15,0.44,0.44,-0.06,1.04,1.38,1,1.15,0.52,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
23547,2.15,0.83,0.83,-0.11,1.04,2.58,1,2.15,1.01,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0
23547,2.15,0.83,0.83,-0.11,1.04,2.58,1,2.15,0.53,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0
23547,2.15,0.83,0.83,-0.11,1.04,2.58,1,2.15,0.49,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0
23547,2.15,0.83,0.83,-0.11,1.04,2.58,1,2.15,0.87,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0
23549,16.3,8.3,8.3,-1.81,1.04,19.56,1,16.3,4.25,0,0,0,0,0,0,0,0,0,0,16.3,0,0,0,0
23550,45,-4.99,22.9,-4.99,1.038,54,1,45,20.03,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
23550,45,-4.99,22.9,-4.99,1.038,54,1,45,21.5,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
23552,0,0,186.4,-48.8,1.037,480,0,400,67.68,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0
23553,18.6,8.67,8.67,-2.27,1.0212,22.32,1,18.6,9.18,0,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0
23556,23,5.01,10.72,-2.81,1.039,27.6,1,23,3.94,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
23556,23,5.01,10.72,-2.81,1.039,27.6,1,23,8.24,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
23556,0,0,10.72,-2.81,1.039,27.6,0,23,9.3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
23556,23,5.01,10.72,-2.81,1.039,27.6,1,23,2.88,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
23556,23,5.01,10.72,-2.81,1.039,27.6,1,23,9.93,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
23559,0,0,10.16,-2.66,1.04,26.16,0,21.8,9.92,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,0
23562,0,0,1.16,-0.3,1.0435,3,0,2.5,0.94,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
23562,0,0,1.16,-0.3,1.0435,3,0,2.5,0.87,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
23569,196.6,91.62,91.62,-23.99,1.0202,235.92,1,196.6,58.64,0,0,0,0,0,0,0,0,0,0,196.6,0,0,0,0
23570,0,0,91.62,-23.99,1.0459,235.92,0,196.6,45.42,0,0,0,0,0,0,0,0,0,0,196.6,0,0,0,0
23571,94.69,91.62,91.62,-23.99,1.0165,235.92,1,196.6,94.69,0,0,0,0,0,0,0,0,0,0,196.6,0,0,0,0
23572,196.6,91.62,91.62,-23.99,1.017,235.92,1,196.6,47.29,0,0,0,0,0,0,0,0,0,0,196.6,0,0,0,0
23578,14.6,7.43,7.43,-1.62,1.0405,17.52,1,14.6,5.14,0,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0
23578,2.8,1.43,1.43,-0.31,1.0405,3.36,1,2.8,0.92,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0
23582,0,0,1.16,-0.3,1.0428,3,0,2.5,1.13,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
23582,0,0,1.16,-0.3,1.0428,3,0,2.5,0.66,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
23586,0,0,0.84,-0.22,1.0426,2.16,0,1.8,0.29,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
23586,0,0,0.84,-0.22,1.0426,2.16,0,1.8,0.28,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
23587,0,0,0.84,-0.22,1.0426,2.16,0,1.8,0.75,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
