BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
17020,1,0,0,0,0,17,1.0416159,-79.288834,69,1,1.1,0.9,34.3,0.07,0,0
17021,1,46.64,15.04,0,0,17,1.005855,-77.787483,161,1,1.1,0.9,34.19,0.35,0,0
17022,1,8.76,0.18,0,0,17,1.0235339,-81.11923,69,1,1.1,0.9,34.7,0.39,0,0
17023,1,13.39,5.68,0,0,17,1.0387172,-78.501698,69,1,1.1,0.9,33.75,0.23,0,0
17024,1,0,0,0,0,17,1.0388176,-78.494259,69,1,1.1,0.9,33.75,0.23,0,0
17025,1,0,0,0,0,17,1.0362635,-78.416214,69,1,1.1,0.9,33.85,0.19,0,0
17026,1,20.9,8.56,0,0,17,1.0361166,-78.428401,69,1,1.1,0.9,33.85,0.19,0,0
17027,1,0,0,0,0,17,1.0368375,-77.238463,69,1,1.1,0.9,33.33,0.28,0,0
17028,1,37.68,19.91,0,0,17,1.0365118,-77.258665,69,1,1.1,0.9,33.34,0.28,0,0
17029,1,0,0,0,0,17,1.0390942,-78.914125,69,1,1.1,0.9,33.86,0.23,0,0
17030,1,17.07,3.37,0,0,17,1.039027,-78.923299,69,1,1.1,0.9,33.86,0.23,0,0
17031,1,9.8,0.93,0,0,17,1.0084623,-84.062675,69,1,1.1,0.9,37.65,-0.54,0,0
17032,1,14.92,5.54,0,0,17,1.0211753,-79.575034,69,1,1.1,0.9,34.4,0.5,0,0
17033,1,24.86,5,0,0,17,1.0142713,-84.984248,69,1,1.1,0.9,36.07,-0.34,0,0
17034,1,0,0,0,34,17,1.0304203,-83.823769,69,1,1.1,0.9,35.75,-0.59,0,0
17035,1,17.24,8.23,0,0,17,1.0302988,-83.832429,69,1,1.1,0.9,35.76,-0.59,0,0
17036,1,10.88,2.11,0,0,17,1.0137806,-82.501689,69,1,1.1,0.9,35.28,0.48,0,0
17037,1,15.62,3.92,0,0,17,1.012664,-82.618377,69,1,1.1,0.9,35.29,0.52,0,0
17038,1,12.69,3.19,0,0,17,0.9962749,-84.07843,69,1,1.1,0.9,37.67,-0.12,0,0
17039,1,0,0,0,0,17,0.9963462,-84.070662,69,1,1.1,0.9,37.67,-0.12,0,0
17040,1,0,0,0,0,17,1.0277203,-75.427055,161,1,1.1,0.9,33.49,0.17,0,0
17041,1,0,0,0,0,17,1.0460989,-78.142887,69,1,1.1,0.9,33.52,0.15,0,0
17042,1,39.15,9.26,0,0,17,1.0275121,-75.450714,161,1,1.1,0.9,33.5,0.17,0,0
17043,1,0,0,0,0,17,1.0283091,-75.358811,161,1,1.1,0.9,33.48,0.16,0,0
17044,1,18.89,10.39,0,0,17,1.0337518,-77.359216,69,1,1.1,0.9,33.41,0.31,0,0
17045,1,0,0,0,0,17,0.9947493,-82.997883,69,1,1.1,0.9,36.99,0.25,0,0
17046,1,11.04,2.12,0,0,17,0.9946961,-83.004314,69,1,1.1,0.9,36.99,0.25,0,0
17047,1,0,0,0,0,17,0.9948003,-82.991315,69,1,1.1,0.9,36.98,0.25,0,0
17048,1,0,0,0,0,17,0.9947493,-82.997883,69,1,1.1,0.9,36.99,0.25,0,0
17049,1,0,0,0,0,17,1.0360401,-74.813539,161,1,1.1,0.9,33.29,0.16,0,0
17050,1,0,0,0,0,17,1.0394999,-76.815237,69,1,1.1,0.9,33.17,0.24,0,0
17051,1,42.51,10.69,0,0,17,1.0358237,-74.839064,161,1,1.1,0.9,33.29,0.16,0,0
17052,1,0,0,0,0,17,1.0059191,-77.508693,161,1,1.1,0.9,33.93,0.3,0,0
17053,1,0,0,0,0,17,1.0397078,-79.545743,69,1,1.1,0.9,34.09,0.21,0,0
17054,1,37.23,7.34,0,0,17,1.0057399,-77.528997,161,1,1.1,0.9,33.94,0.3,0,0
17055,1,43.15,10.45,0,0,17,1.0412122,-77.402632,69,1,1.1,0.9,33.37,0.23,0,0
17056,1,0,0,0,0,17,1.0414335,-77.377756,69,1,1.1,0.9,33.36,0.23,0,0
17057,1,0,0,0,0,17,1.0237853,-80.525726,69,1,1.1,0.9,34.58,0.32,0,0
17058,1,11.63,2.44,0,0,17,1.0237365,-80.532395,69,1,1.1,0.9,34.59,0.32,0,0
17059,1,14,3.99,0,0,17,1.0053161,-81.532565,69,1,1.1,0.9,35.62,0.21,0,0
17060,1,0,0,0,0,17,1.0162196,-81.067191,69,1,1.1,0.9,34.98,0.44,0,0
17061,1,0,0,0,0,17,1.0162714,-81.061053,69,1,1.1,0.9,34.98,0.44,0,0
17062,1,10.41,1.99,0,0,17,1.0161718,-81.073705,69,1,1.1,0.9,34.99,0.44,0,0
17063,1,18.6,2.82,0,0,17,1.0356779,-78.191839,69,1,1.1,0.9,33.7,0.28,0,0
17064,1,26.47,6.86,0,0,17,1.0201039,-80.421906,69,1,1.1,0.9,35.11,0.26,0,0
17065,1,0,0,0,0,17,1.0221702,-80.792845,69,1,1.1,0.9,34.88,0.37,0,0
17066,1,22.05,1.37,0,0,17,1.0220949,-80.804744,69,1,1.1,0.9,34.88,0.37,0,0
17067,1,0,0,0,0,17,1.0222318,-80.779378,69,1,1.1,0.9,34.87,0.37,0,0
17068,1,0,0,0,0,17,1.0416765,-77.365282,69,1,1.1,0.9,33.33,0.18,0,0
17069,1,40.28,1.36,0,0,17,1.0415788,-77.389224,69,1,1.1,0.9,33.34,0.18,0,0
17070,1,0,0,0,0,17,1.0417753,-77.343072,69,1,1.1,0.9,33.33,0.18,0,0
17071,1,0,0,0,0,17,1.018437,-78.992174,69,1,1.1,0.9,34.22,0.58,0,0
17072,1,18.48,12.38,0,0,17,1.0182457,-79.00208,69,1,1.1,0.9,34.22,0.59,0,0
17073,1,30.62,5.34,0,0,17,1.0370572,-78.549262,69,1,1.1,0.9,33.8,0.22,0,0
17074,1,39.84,7.13,0,0,17,1.0311016,-78.174993,69,1,1.1,0.9,33.75,0.18,0,0
17075,1,39.87,6.4,0,0,17,1.0431008,-77.830532,69,1,1.1,0.9,33.47,0.16,0,0
17076,1,0,0,0,0,17,1.04328,-77.806803,69,1,1.1,0.9,33.46,0.15,0,0
17077,1,35.2,7.57,0,0,17,1.0400946,-74.001197,161,1,1.1,0.9,33.18,0.11,0,0
17078,1,0,0,0,0,17,1.04111,-78.09246,69,1,1.1,0.9,33.6,0.18,0,0
17079,1,35.2,2.68,0,0,17,1.0410038,-78.113657,69,1,1.1,0.9,33.61,0.18,0,0
17080,1,0,0,0,0,17,1.0324186,-78.181292,69,1,1.1,0.9,33.75,0.2,0,0
17081,1,25.66,17.14,0,0,17,1.0321802,-78.193979,69,1,1.1,0.9,33.76,0.21,0,0
17082,1,31.46,11.33,0,0,17,1.037186,-77.987497,69,1,1.1,0.9,33.68,0.2,0,0
17083,1,0,0,0,0,17,1.03389,-77.353095,69,1,1.1,0.9,33.4,0.3,0,0
17084,1,0,0,0,0,17,1.03389,-77.353095,13.8,1,1.1,0.9,33.4,0.3,0,0
17085,1,0,0,0,0,17,1.03389,-77.353095,13.8,1,1.1,0.9,33.4,0.3,0,0
17086,1,0,0,0,0,17,1.03389,-77.353095,1,1,1.1,0.9,33.4,0.3,0,0
17087,1,28.95,11.48,0,0,17,1.0336939,-77.368331,69,1,1.1,0.9,33.41,0.3,0,0
17088,1,0,0,0,0,17,1.0340975,-77.336888,69,1,1.1,0.9,33.4,0.29,0,0
17089,1,0,0,0,0,17,1.03389,-77.353095,69,1,1.1,0.9,33.4,0.3,0,0
17090,1,20.65,4.2,0,0,17,1.0329636,-78.171989,69,1,1.1,0.9,33.74,0.16,0,0
17091,1,0,0,0,0,17,1.0256184,-74.738459,161,1,1.1,0.9,33.66,0.26,0,0
17092,1,0,0,0,0,17,1.0206905,-77.886461,69,1,1.1,0.9,34.02,0.46,0,0
17093,1,0,0,0,0,17,1.0207758,-84.834441,13.8,1,1.1,0.9,34.88,0.74,0,0
17094,1,0,0,0,0,17,1.0207758,-84.834441,1,1,1.1,0.9,34.88,0.74,0,0
17095,1,53,13.01,0,0,17,1.0253259,-74.76997,161,1,1.1,0.9,33.67,0.27,0,0
17096,1,0,0,0,0,17,1.0260006,-74.68372,161,1,1.1,0.9,33.65,0.26,0,0
17097,1,7.08,1.71,0,0,17,1.0396399,-75.13521,69,1,1.1,0.9,33.33,0.29,0,0
17098,1,0,0,0,0,17,1.0396724,-75.131441,69,1,1.1,0.9,33.33,0.29,0,0
17099,1,12.22,2.86,0,0,17,1.0317263,-80.175541,69,1,1.1,0.9,34.82,0.12,0,0
17100,1,0,0,0,0,17,1.0418839,-74.321137,69,1,1.1,0.9,33.16,0.27,0,0
17101,1,9.35,3.41,0,0,17,1.0418264,-74.325797,69,1,1.1,0.9,33.16,0.27,0,0
17102,1,11.16,5.26,0,0,17,1.0295917,-74.927802,69,1,1.1,0.9,33.59,0.48,0,0
17103,1,0,0,0,0,17,1.0256828,-80.68215,69,1,1.1,0.9,35.12,0.16,0,0
17104,1,42.08,2.42,0,0,17,1.0255445,-80.706111,69,1,1.1,0.9,35.13,0.16,0,0
17105,1,0,0,0,0,17,1.0258109,-80.659126,69,1,1.1,0.9,35.12,0.16,0,0
17106,1,0,0,0,0,17,0.9887297,-79.65344,161,1,1.1,0.9,34.77,0.58,0,0
17107,1,0,0,0,0,17,1.0003567,-79.627443,69,1,1.1,0.9,34.95,0.65,0,0
17108,1,42.08,24.33,0,0,17,0.9883508,-79.679712,161,1,1.1,0.9,34.77,0.58,0,0
17109,1,9.72,2.96,0,0,17,0.9917142,-80.349095,69,1,1.1,0.9,35.51,0.74,0,0
17110,1,0,0,0,0,17,0.9909086,-80.504379,69,1,1.1,0.9,35.64,0.74,0,0
17111,1,18.54,5.59,0,0,17,0.9907882,-80.516182,69,1,1.1,0.9,35.64,0.74,0,0
17112,1,10.71,1.59,0,0,17,1.0407507,-74.221166,69,1,1.1,0.9,33.21,0.3,0,0
17113,1,32.08,3.9,0,0,17,0.9991468,-81.832304,69,1,1.1,0.9,36.33,0.37,0,0
17114,1,13.44,1.53,0,0,17,1.0399746,-74.851448,69,1,1.1,0.9,33.41,0.24,0,0
17115,1,16.88,6.23,0,0,17,1.0236214,-78.338199,69,1,1.1,0.9,35.4,-0.02,0,0
17116,1,0,0,0,0,17,0.9927346,-81.784433,69,1,1.1,0.9,36.95,0.37,0,0
17117,1,13.68,4.66,0,0,17,0.9926458,-81.793111,69,1,1.1,0.9,36.96,0.37,0,0
17118,1,17.48,3.21,0,0,17,1.0388191,-74.489004,69,1,1.1,0.9,33.43,0.31,0,0
17119,1,0,0,0,0,17,1.0388903,-74.4783,69,1,1.1,0.9,33.43,0.31,0,0
17120,1,14.89,9.95,0,0,17,0.9919143,-80.234071,69,1,1.1,0.9,35.48,0.77,0,0
17121,1,15.94,7.64,0,0,17,0.9982135,-79.762366,69,1,1.1,0.9,36.05,0.59,0,0
17122,1,0,0,0,0,17,1.0262191,-77.543352,69,1,1.1,0.9,34.1,0.41,0,0
17123,1,16.44,3.73,0,0,17,1.0261428,-77.552162,69,1,1.1,0.9,34.1,0.41,0,0
17124,1,7.42,2.16,0,0,17,0.9976892,-80.482027,69,1,1.1,0.9,35.64,0.58,0,0
17125,1,12.53,3.6,0,0,17,1.0180896,-75.519972,69,1,1.1,0.9,33.96,0.66,0,0
17126,1,0,0,0,0,17,1.0214858,-74.747066,161,1,1.1,0.9,33.65,0.31,0,0
17127,1,0,0,0,0,17,1.0363801,-77.437965,69,1,1.1,0.9,33.92,0.3,0,0
17128,1,35.97,7.65,0,0,17,1.0213118,-74.768875,161,1,1.1,0.9,33.65,0.31,0,0
17129,1,30,3.05,0,0,17,1.0209584,-78.869847,69,1,1.1,0.9,34.76,0.38,0,0
17130,1,36.81,6.97,0,0,17,0.9988741,-78.532761,161,1,1.1,0.9,34.47,0.46,0,0
17131,1,0,0,0,0,17,0.99905,-78.510538,161,1,1.1,0.9,34.47,0.46,0,0
17132,1,0,0,0,0,17,1.0043002,-81.698102,69,1,1.1,0.9,36.24,0.19,0,0
17133,1,6.84,1.47,0,0,17,1.0042635,-81.702247,69,1,1.1,0.9,36.24,0.2,0,0
17134,1,0,0,0,0,17,1.0257397,-78.18216,69,1,1.1,0.9,34.54,0.27,0,0
17135,1,19.09,2.97,0,0,17,1.0256697,-78.192985,69,1,1.1,0.9,34.54,0.27,0,0
17136,1,0,0,0,0,17,1.0151164,-79.993069,69,1,1.1,0.9,35.38,0.23,0,0
17137,1,13.23,4.12,0,0,17,1.0150421,-80.000629,69,1,1.1,0.9,35.38,0.23,0,0
17138,1,9.95,1.59,0,0,17,1.0167612,-77.105569,69,1,1.1,0.9,34.24,0.35,0,0
17139,1,0,0,0,0,17,1.0168073,-77.099652,69,1,1.1,0.9,34.24,0.35,0,0
17140,1,2.62,0.62,0,0,17,1.0277428,-77.806357,69,1,1.1,0.9,34.38,0.27,0,0
17141,1,13.86,0.79,0,0,17,1.0277049,-77.81429,69,1,1.1,0.9,34.38,0.27,0,0
17142,1,3.15,0.75,0,0,17,1.036319,-71.877306,161,1,1.1,0.9,33.1,0.12,0,0
17143,1,51.63,13.17,0,0,17,1.0360615,-71.908745,161,1,1.1,0.9,33.11,0.13,0,0
17144,1,0,0,0,0,17,1.0382205,-73.66703,69,1,1.1,0.9,33.39,0.09,0,0
17145,1,51.63,7.87,0,0,17,1.0380193,-73.696609,69,1,1.1,0.9,33.39,0.09,0,0
17146,1,21.81,2.75,0,0,17,1.0346654,-74.389407,69,1,1.1,0.9,33.47,0.15,0,0
17147,1,0,0,0,0,17,1.0347793,-74.29351,69,1,1.1,0.9,33.52,0.09,0,0
17148,1,12.58,5.11,0,0,17,1.0346843,-74.300762,69,1,1.1,0.9,33.52,0.09,0,0
17149,1,16.49,9.74,0,0,17,1.0125146,-76.394505,69,1,1.1,0.9,34.55,0.4,0,0
17150,1,18,3.32,0,0,17,1.0330191,-74.278892,69,1,1.1,0.9,33.62,0.19,0,0
17151,1,0,0,0,0,17,1.0361518,-73.869235,69,1,1.1,0.9,33.35,0.16,0,0
17152,1,10.85,2.17,0,0,17,1.0361041,-73.874737,69,1,1.1,0.9,33.35,0.16,0,0
17153,1,4.96,1.9,0,0,17,1.0128631,-80.312073,69,1,1.1,0.9,36.36,-0.31,0,0
17154,1,14.2,0.74,0,0,17,0.9991267,-79.227086,69,1,1.1,0.9,36.04,0.18,0,0
17155,1,0,0,0,0,17,1.0061948,-77.519722,69,1,1.1,0.9,35,0.34,0,0
17156,1,29.44,1.98,0,0,17,1.0060884,-77.536521,69,1,1.1,0.9,35.01,0.34,0,0
17157,1,11.83,2,0,0,17,1.0263048,-74.911906,69,1,1.1,0.9,33.94,0.22,0,0
17158,1,0,0,0,0,17,1.0425937,-60.883465,69,1,1.1,0.9,30.77,0.64,0,0
17159,1,16.65,3.91,0,0,17,1.0425161,-60.893239,69,1,1.1,0.9,30.77,0.64,0,0
17160,1,0,0,0,0,17,1.0421729,-71.381392,69,1,1.1,0.9,32.53,0.09,0,0
17161,1,16.06,4.64,0,0,17,1.0420939,-71.389932,69,1,1.1,0.9,32.54,0.09,0,0
17162,1,14.02,1.6,0,0,17,1.0312286,-63.127211,69,1,1.1,0.9,32.23,0.53,0,0
17163,1,0,0,0,0,17,1.0312775,-63.1187,69,1,1.1,0.9,32.23,0.53,0,0
17164,1,0,0,0,0,17,1.024307,-63.792976,69,1,1.1,0.9,31.92,0.67,0,0
17165,1,11.34,9.38,0,0,17,1.0241754,-63.798867,69,1,1.1,0.9,31.92,0.67,0,0
17166,1,0,0,0,0,17,1.0425367,-68.795822,161,1,1.1,0.9,32.44,0.21,0,0
17167,1,0,0,0,0,17,1.0467825,-70.710039,69,1,1.1,0.9,32.3,0.1,0,0
17168,1,28.11,3.8,0,0,17,1.0424259,-68.810603,161,1,1.1,0.9,32.44,0.21,0,0
17169,1,0,0,0,0,17,1.0426773,-68.753489,161,1,1.1,0.9,32.43,0.21,0,0
17170,1,0,0,0,0,17,1.0248076,-75.855148,69,1,1.1,0.9,34.03,0.2,0,0
17171,1,0,0,0,0,17,1.0248723,-75.846305,69,1,1.1,0.9,34.03,0.2,0,0
17172,1,15.84,2.16,0,0,17,1.0247407,-75.864881,69,1,1.1,0.9,34.03,0.2,0,0
17173,1,0,0,0,0,17,1.0366304,-73.191151,69,1,1.1,0.9,33.31,0.06,0,0
17174,1,17.62,0.58,0,0,17,1.0365842,-73.201069,69,1,1.1,0.9,33.31,0.06,0,0
17175,1,0,0,0,0,17,1.0351157,-74.39853,69,1,1.1,0.9,33.48,0.13,0,0
17176,1,11.17,2.52,0,0,17,1.0350589,-74.405234,69,1,1.1,0.9,33.48,0.13,0,0
17177,1,8.64,2.09,0,0,17,1.0356068,-74.13068,69,1,1.1,0.9,33.5,0.1,0,0
17178,1,0,0,0,0,17,1.0032493,-78.667962,161,1,1.1,0.9,34.42,0.38,0,0
17179,1,0,0,0,0,17,1.0080764,-79.714528,69,1,1.1,0.9,34.58,0.44,0,0
17180,1,0,0,0,0,17,1.0059114,-79.255328,13.8,1,1.1,0.9,34.51,0.41,0,0
17181,1,0,0,0,0,17,1.0059114,-79.255328,1,1,1.1,0.9,34.51,0.41,0,0
17182,1,29.85,9.35,0,0,17,1.0030672,-78.684367,161,1,1.1,0.9,34.43,0.38,0,0
17183,1,18.4,4.05,0,54,17,1.0250302,-82.938135,69,1,1.1,0.9,36.38,-0.44,0,0
17184,1,0,0,0,0,17,1.0055502,-83.151857,69,1,1.1,0.9,36.69,0.05,0,0
17185,1,17.41,4.09,0,0,17,1.0054624,-83.16309,69,1,1.1,0.9,36.69,0.05,0,0
17186,1,0,0,0,0,17,0.9976628,-83.82065,69,1,1.1,0.9,37.1,0.21,0,0
17187,1,18.89,0.94,0,0,17,0.9976068,-83.831755,69,1,1.1,0.9,37.1,0.21,0,0
17188,1,10.23,1.06,0,0,17,1.0185853,-82.830204,69,1,1.1,0.9,36.3,-0.27,0,0
17189,1,7.07,3.03,0,0,17,1.0178684,-81.535491,69,1,1.1,0.9,35.95,-0.08,0,0
17190,1,37.08,12.12,0,0,17,1.0191516,-74.459807,69,1,1.1,0.9,33.81,0.4,0,0
17191,1,0,0,0,0,17,1.0330425,-73.323371,161,1,1.1,0.9,33.39,0.19,0,0
17192,1,0,0,0,0,17,1.0254172,-75.222988,69,1,1.1,0.9,33.45,0.27,0,0
17193,1,17.96,6.93,0,0,17,1.0329172,-73.333144,161,1,1.1,0.9,33.4,0.2,0,0
17194,1,0,0,0,0,17,1.0333258,-73.29127,161,1,1.1,0.9,33.38,0.19,0,0
17195,1,0,0,0,0,17,1.0119018,-76.337815,69,1,1.1,0.9,34.08,0.42,0,0
17196,1,14.66,4.64,0,0,17,1.0118152,-76.346344,69,1,1.1,0.9,34.08,0.42,0,0
17197,1,16.58,4.18,0,0,17,1.029449,-82.77726,69,1,1.1,0.9,36.46,-0.82,0,0
17198,1,9.13,1.38,0,0,17,1.0337039,-76.175015,69,1,1.1,0.9,33.67,0.2,0,0
17199,1,12.19,3.48,0,0,17,1.033005,-78.073023,69,1,1.1,0.9,34.31,0.07,0,0
17200,1,7.51,2.03,0,0,17,1.0137883,-76.679566,69,1,1.1,0.9,34.23,0.48,0,0
17201,1,11.41,6.6,0,0,17,1.0011204,-76.989686,69,1,1.1,0.9,34.56,0.65,0,0
17202,1,0,0,0,0,17,1.0132328,-76.291976,69,1,1.1,0.9,34,0.4,0,0
17203,1,9.92,2.56,0,0,17,1.0131758,-76.298211,69,1,1.1,0.9,34,0.4,0,0
17204,1,0,0,0,16.5,17,1.04887,-84.168625,69,1,1.1,0.9,36.81,-1.51,0,0
17205,1,9.33,3.1,0,0,17,1.0488197,-84.173471,69,1,1.1,0.9,36.81,-1.51,0,0
17206,1,0,0,0,0,17,1.0522231,-67.086944,161,1,1.1,0.9,32.1,0.08,0,0
17207,1,0,0,0,0,17,1.0550188,-66.966189,69,1,1.1,0.9,32.15,0.06,0,0
17208,1,27.02,7.1,0,0,17,1.0520759,-67.102395,161,1,1.1,0.9,32.1,0.08,0,0
17209,1,0,0,0,0,17,1.0523849,-67.072452,161,1,1.1,0.9,32.09,0.08,0,0
17210,1,3.84,0.94,0,2.5,17,1.035604,-64.052572,69,1,1.1,0.9,32.54,0.34,0,0
17211,1,0,0,0,0,17,1.0455591,-68.114298,161,1,1.1,0.9,32.35,0.17,0,0
17212,1,0,0,0,0,17,1.0406399,-67.159272,69,1,1.1,0.9,32.3,0.2,0,0
17213,1,0,0,0,0,17,1.0373763,-66.486867,13.8,1,1.1,0.9,32.27,0.23,0,0
17214,1,0,0,0,0,17,1.0373763,-66.486867,1,1,1.1,0.9,32.27,0.23,0,0
17215,1,30.5,5.17,0,0,17,1.0454198,-68.132326,161,1,1.1,0.9,32.35,0.17,0,0
17216,1,6.44,0.52,0,4,17,1.0354733,-72.14768,69,1,1.1,0.9,33.89,-0.21,0,0
17217,1,0,0,0,0,17,1.0354733,-72.14768,13.8,1,1.1,0.9,33.89,-0.21,0,0
17218,1,0,0,0,0,17,1.0354733,-72.14768,13.8,1,1.1,0.9,33.89,-0.21,0,0
17219,1,0,0,0,0,17,1.0354733,-72.14768,1,1,1.1,0.9,33.89,-0.21,0,0
17220,1,0,0,0,0,17,1.0354493,-72.143428,69,1,1.1,0.9,33.89,-0.21,0,0
17221,1,10.76,2.98,0,0,17,1.0329406,-71.066609,69,1,1.1,0.9,33.42,0.11,0,0
17222,1,9.7,1.58,0,0,17,1.0477493,-66.441936,69,1,1.1,0.9,32.12,0.22,0,0
17223,1,5.99,1.37,0,0,17,1.0359803,-68.806609,69,1,1.1,0.9,32.69,0.24,0,0
17224,1,7.85,0.41,0,0,17,1.0377775,-66.428881,69,1,1.1,0.9,32.21,0.3,0,0
17225,1,0,0,0,0,17,1.0366697,-67.005992,69,1,1.1,0.9,32.33,0.28,0,0
17226,1,22.29,6.36,0,0,17,1.0365523,-67.017566,69,1,1.1,0.9,32.34,0.28,0,0
17227,1,0,0,0,0,17,1.0359415,-69.071117,69,1,1.1,0.9,32.76,0.22,0,0
17228,1,5.76,0.77,0,0,17,1.03592,-69.074224,69,1,1.1,0.9,32.76,0.22,0,0
17229,1,0,0,0,0,17,0.9850627,-79.217791,161,1,1.1,0.9,34.98,0.49,0,0
17230,1,0,0,0,0,17,1.0175587,-82.330235,69,1,1.1,0.9,35.71,0.43,0,0
17231,1,24.23,1.06,0,0,17,0.9849829,-79.232666,161,1,1.1,0.9,34.99,0.49,0,0
17232,1,0,0,0,0,17,0.9854985,-79.176925,161,1,1.1,0.9,34.96,0.48,0,0
17233,1,19.63,8.49,0,0,17,0.9987599,-83.196795,69,1,1.1,0.9,36.44,0.65,0,0
17234,1,3.63,2.22,0,0,17,1.0009914,-83.394572,69,1,1.1,0.9,36.55,0.48,0,0
17235,1,7.66,0.98,0,0,17,1.0009587,-83.399556,69,1,1.1,0.9,36.56,0.48,0,0
17236,1,15.27,6.2,0,0,17,0.9938679,-83.440014,69,1,1.1,0.9,36.75,0.58,0,0
17237,1,25.28,6.27,0,0,17,0.9940964,-84.090456,69,1,1.1,0.9,37.07,0.39,0,0
17238,1,0,0,0,0,17,1.0126751,-76.10609,161,1,1.1,0.9,34.01,0.36,0,0
17239,1,0,0,0,0,17,1.0169475,-76.692802,69,1,1.1,0.9,34.03,0.4,0,0
17240,1,0,0,0,0,17,1.0185491,-76.907818,13.8,1,1.1,0.9,34.04,0.42,0,0
17241,1,0,0,0,0,17,1.0185491,-76.907818,1,1,1.1,0.9,34.04,0.42,0,0
17242,1,37.74,11.36,0,0,17,1.0124373,-76.128061,161,1,1.1,0.9,34.02,0.36,0,0
17243,1,0,0,0,0,17,1.0128645,-76.079064,161,1,1.1,0.9,34,0.35,0,0
17244,1,30.19,11.71,0,14,17,1.0408577,-72.596467,161,1,1.1,0.9,33.17,0.06,0,0
17245,1,20.25,1.09,0,0,17,1.023384,-76.750466,69,1,1.1,0.9,34.2,0.31,0,0
17246,1,0,0,0,0,17,1.0154467,-77.690537,69,1,1.1,0.9,34.61,0.37,0,0
17247,1,12.14,1.01,0,0,17,1.0154058,-77.697141,69,1,1.1,0.9,34.62,0.37,0,0
17248,1,8.97,2.62,0,0,17,1.0354014,-73.36823,69,1,1.1,0.9,32.9,0.15,0,0
17249,1,0,0,0,0,17,1.0354548,-73.363438,69,1,1.1,0.9,32.9,0.15,0,0
17250,1,0,0,0,0,17,1.0113048,-78.911476,69,1,1.1,0.9,35.02,0.42,0,0
17251,1,0,0,0,0,17,1.0114063,-78.904572,69,1,1.1,0.9,35.02,0.42,0,0
17252,1,12.22,6.78,0,0,17,1.0111947,-78.917981,69,1,1.1,0.9,35.03,0.42,0,0
17253,1,23.43,11.06,0,0,17,1.0094352,-78.862801,69,1,1.1,0.9,35.04,0.38,0,0
17254,1,0,0,0,0,17,1.0096187,-78.850799,69,1,1.1,0.9,35.04,0.38,0,0
17255,1,0,0,0,0,17,1.0094352,-78.862801,69,1,1.1,0.9,35.04,0.38,0,0
17256,1,0,0,0,0,17,0.9877649,-79.133248,69,1,1.1,0.9,35.97,0.57,0,0
17257,1,24.09,9.02,0,0,17,0.9876033,-79.14787,69,1,1.1,0.9,35.98,0.57,0,0
17258,1,15.28,0.21,0,0,17,1.0295237,-76.629601,69,1,1.1,0.9,33.91,0.14,0,0
17259,1,0,0,0,0,17,1.0164879,-75.556399,69,1,1.1,0.9,33.96,0.69,0,0
17260,1,26.07,15.33,0,0,17,1.0162633,-75.568696,69,1,1.1,0.9,33.96,0.7,0,0
17261,1,2.86,0.97,0,5.5,17,1.0365308,-81.539032,69,1,1.1,0.9,36.63,-1.11,0,0
17262,1,0,0,0,0,17,1.0444231,-70.626202,69,1,1.1,0.9,32.22,0.33,0,0
17263,1,6.76,1.38,0,0,17,1.0443963,-70.629748,69,1,1.1,0.9,32.22,0.33,0,0
17264,1,0,0,0,0,17,1.0352121,-74.985035,69,1,1.1,0.9,33.2,0.08,0,0
17265,1,11.17,5.86,0,0,17,1.0351241,-74.990839,69,1,1.1,0.9,33.2,0.08,0,0
17266,1,0,0,0,0,17,1.0353044,-74.978708,69,1,1.1,0.9,33.2,0.08,0,0
17267,1,10.29,2.35,0,0,17,0.9919648,-78.724768,69,1,1.1,0.9,35.75,0.51,0,0
17268,1,0,0,0,0,17,1.0383091,-72.639293,69,1,1.1,0.9,32.7,0.2,0,0
17269,1,4.49,0.18,0,0,17,1.0382968,-72.641996,69,1,1.1,0.9,32.7,0.2,0,0
17270,1,19.01,5.41,0,0,17,1.0213657,-76.871815,69,1,1.1,0.9,34.21,0.4,0,0
17271,1,7.59,3.24,0,0,17,1.0522202,-70.06596,69,1,1.1,0.9,31.87,0.43,0,0
17272,1,0,0,0,0,17,1.0017895,-77.866468,69,1,1.1,0.9,35,0.56,0,0
17273,1,21.01,11.36,0,0,17,1.0016071,-77.877362,69,1,1.1,0.9,35.01,0.57,0,0
17274,1,0,0,0,0,17,1.0019758,-77.854572,69,1,1.1,0.9,35,0.56,0,0
17275,1,0,0,0,0,17,1.028276,-75.658242,69,1,1.1,0.9,33.87,0.18,0,0
17276,1,13.14,0.6,0,0,17,1.0282376,-75.665833,69,1,1.1,0.9,33.88,0.18,0,0
17277,1,0,0,0,0,17,1.0283192,-75.650554,69,1,1.1,0.9,33.87,0.18,0,0
17278,1,0,0,0,0,17,1.0288007,-76.388005,69,1,1.1,0.9,33.73,0.15,0,0
17279,1,22.87,4.71,0,0,17,1.0286887,-76.4011,69,1,1.1,0.9,33.73,0.15,0,0
17280,1,15.62,3.73,0,0,17,1.0258248,-78.303772,69,1,1.1,0.9,34.49,0.34,0,0
