MODEL,STARTUP,SHUTDOWN,NCOST,C2,C1,C0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,14.694,881.95
2,0,0,3,0.001,14.905,881.95
2,0,0,3,0.001,14.667,881.95
2,0,0,3,0.003,23.909,424.58
2,0,0,3,0.003,26.523,888.91
2,0,0,3,0.003,24.274,888.91
2,0,0,3,0.003,27.602,888.91
2,0,0,3,0.003,26.899,888.91
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,23.341,236.05
2,0,0,3,0.002,22.043,236.05
2,0,0,3,0.003,27.762,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,27.457,236.33
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,29.484,236.12
2,0,0,3,0.002,20.728,236.12
2,0,0,3,0.003,25.773,236.12
2,0,0,3,0.003,26.639,236.12
2,0,0,3,0.002,22.201,236.12
2,0,0,3,0.003,26.957,236.12
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,12.434,605.7
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,15.038,805.88
2,0,0,3,0.001,16.821,805.88
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,15.414,601.65
2,0,0,3,0.001,14.458,601.65
2,0,0,3,0.001,15.394,601.65
2,0,0,3,0.001,14.832,602.4
2,0,0,3,0.001,15.807,602.4
2,0,0,3,0.003,24.917,236.03
2,0,0,3,0.003,26.565,236.05
2,0,0,3,0,0,0
2,0,0,3,0.003,27.278,236.47
2,0,0,3,0.003,26.12,236.47
2,0,0,3,0.001,15.534,880.2
2,0,0,3,0.001,15.001,655.8
2,0,0,3,0.001,15.209,655.8
2,0,0,3,0.001,14.332,655.8
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,14.003,637.95
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,15.435,681.75
2,0,0,3,0.001,13.806,681.75
2,0,0,3,0.001,14.392,681.75
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,16.481,875.1
2,0,0,3,0.001,17.316,875.1
2,0,0,3,0.001,17.744,875.1
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,14.444,607.5
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,28.302,236.05
2,0,0,3,0.003,24.604,236.05
2,0,0,3,0.003,27.254,236.05
2,0,0,3,0.003,25.272,236.05
2,0,0,3,0.002,23.022,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,8,1000
2,0,0,3,0.003,29.562,236.75
2,0,0,3,0.003,28.229,236.07
2,0,0,3,0.003,29.47,236.27
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,20.893,604.45
2,0,0,3,0.001,16.25,604.45
2,0,0,3,0.001,16.331,604.45
2,0,0,3,0.003,31.959,1231
2,0,0,3,0.003,28.052,1231
2,0,0,3,0.002,20.42,745.8
2,0,0,3,0.002,19.634,745.8
2,0,0,3,0.002,18.541,745.8
2,0,0,3,0.002,21.047,745.8
2,0,0,3,0.002,21.646,745.8
2,0,0,3,0.002,18.806,745.8
2,0,0,3,0.002,19.178,715.65
2,0,0,3,0.002,18.306,715.65
2,0,0,3,0.002,20.978,715.65
2,0,0,3,0.002,18.649,715.65
2,0,0,3,0.002,20.194,715.65
2,0,0,3,0.002,19.336,715.65
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,19.967,604.2
2,0,0,3,0.001,17.263,604.2
2,0,0,3,0.002,20.169,604.2
2,0,0,3,0.001,17.331,604.2
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,18.543,641.66
2,0,0,3,0.002,19.674,641.66
2,0,0,3,0.002,19.373,805.42
2,0,0,3,0.002,22.171,805.42
2,0,0,3,0.002,21.911,805.42
2,0,0,3,0.002,21.454,805.42
2,0,0,3,0.002,20.372,750
2,0,0,3,0.002,19.987,641.66
2,0,0,3,0.002,17.531,641.66
2,0,0,3,0.002,20.454,934.25
2,0,0,3,0.002,19.522,934.25
2,0,0,3,0.002,19.83,934.25
2,0,0,3,0.003,28.123,723.37
2,0,0,3,0.003,27.125,723.37
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,32.535,236.27
2,0,0,3,0.003,32.484,236.27
2,0,0,3,0.003,31.225,236.27
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,19.02,629.4
2,0,0,3,0.002,18.842,629.4
2,0,0,3,0,8,1000
2,0,0,3,0.002,18.23,627.75
2,0,0,3,0.002,18.485,627.75
2,0,0,3,0.002,20.181,627.75
2,0,0,3,0.002,20.658,627.75
2,0,0,3,0.002,22.633,602.55
2,0,0,3,0.002,23.622,608.75
2,0,0,3,0.002,22.146,608.75
2,0,0,3,0.002,23.523,608.75
2,0,0,3,0.002,22.407,608.1
2,0,0,3,0.002,23.545,616.5
2,0,0,3,0.002,23.847,616.5
2,0,0,3,0.002,25.763,608.1
2,0,0,3,0.002,21.767,608.1
2,0,0,3,0.003,27.124,973.15
2,0,0,3,0.003,30.214,973.15
2,0,0,3,0.003,30.283,897.92
2,0,0,3,0.004,33.948,897.92
2,0,0,3,0.003,31.578,628.73
2,0,0,3,0.002,23.526,636
2,0,0,3,0.002,25.482,636
2,0,0,3,0.002,19.86,636
2,0,0,3,0.002,20.968,636
2,0,0,3,0.002,23.149,636
2,0,0,3,0.002,24.726,636
2,0,0,3,0.003,29.536,1380.96
2,0,0,3,0.003,29.214,1380.96
2,0,0,3,0.002,22.924,603.15
2,0,0,3,0,0,0
2,0,0,3,0.002,23.621,755.25
2,0,0,3,0.002,23.708,648.38
2,0,0,3,0.002,21.186,648.38
2,0,0,3,0.002,24.129,601.8
2,0,0,3,0.002,24.696,601.8
2,0,0,3,0.002,24.804,601.5
2,0,0,3,0.004,33.631,852.64
2,0,0,3,0.003,28.956,852.64
2,0,0,3,0.003,30.531,852.64
2,0,0,3,0.003,30.283,775.42
2,0,0,3,0.003,29.528,775.42
2,0,0,3,0.004,33.93,236.51
2,0,0,3,0.002,24.322,622.9
2,0,0,3,0.002,24.238,622.9
2,0,0,3,0.002,23.939,622.9
2,0,0,3,0.002,25.194,622.9
2,0,0,3,0.002,25.631,622.9
2,0,0,3,0.002,24.46,622.9
2,0,0,3,0.003,29.641,236.17
2,0,0,3,0.003,29.849,236.17
2,0,0,3,0,0,0
2,0,0,3,0.003,32.632,236.55
2,0,0,3,0.003,30.292,236.55
2,0,0,3,0.003,27.65,236.55
2,0,0,3,0.003,29.973,236.55
2,0,0,3,0.002,24.153,633
2,0,0,3,0,0,0
2,0,0,3,0.003,31.853,1351.38
2,0,0,3,0.003,31.245,1351.38
2,0,0,3,0.004,34.351,237.32
2,0,0,3,0.003,31.026,237.32
2,0,0,3,0.003,31.928,237.32
2,0,0,3,0.003,29.191,237.32
2,0,0,3,0.003,32.536,237.32
2,0,0,3,0.003,31.087,237.32
2,0,0,3,0,8,1000
2,0,0,3,0,8,1000
2,0,0,3,0.002,24.037,782.25
2,0,0,3,0,0,0
2,0,0,3,0.003,30.902,1220.02
2,0,0,3,0.003,32.697,1220.02
2,0,0,3,0.003,30.735,1142.41
2,0,0,3,0.003,32.457,1142.41
2,0,0,3,0.003,30.754,1142.41
2,0,0,3,0.003,27.997,1142.41
2,0,0,3,0.003,30.772,1142.41
2,0,0,3,0.003,31.679,1142.41
2,0,0,3,0.002,24.866,637.5
2,0,0,3,0.002,23.152,708.3
2,0,0,3,0.002,28.259,637.5
2,0,0,3,0,0,0
2,0,0,3,0.002,25.56,744.4
2,0,0,3,0.002,25.779,744.4
2,0,0,3,0.002,25.354,744.4
2,0,0,3,0,0,0
2,0,0,3,0.003,31.575,929.86
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,24.219,601.65
2,0,0,3,0.002,23.766,601.65
2,0,0,3,0.002,24.686,601.2
2,0,0,3,0.002,25.171,601.65
2,0,0,3,0.002,20.323,601.65
2,0,0,3,0.003,32.682,236.87
2,0,0,3,0.003,28.138,236.87
2,0,0,3,0.003,32.282,861.77
2,0,0,3,0.003,31.791,861.77
2,0,0,3,0.003,30.461,236.43
2,0,0,3,0.002,23.31,601.8
2,0,0,3,0.002,22.834,601.5
2,0,0,3,0.002,23.874,601.5
2,0,0,3,0.002,21.037,601.5
2,0,0,3,0.002,25.811,610
2,0,0,3,0.002,24.826,610
2,0,0,3,0.002,20.673,610
2,0,0,3,0.002,23.516,608.55
2,0,0,3,0.002,24.249,606.51
2,0,0,3,0.002,22.733,606.51
2,0,0,3,0.002,22.156,606.51
2,0,0,3,0.002,23.314,606.51
2,0,0,3,0.002,25.706,606.51
2,0,0,3,0.002,23.169,603.45
2,0,0,3,0.002,24.457,603.45
2,0,0,3,0.002,23.482,603.45
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,24.345,701.7
2,0,0,3,0.002,20.964,602.4
2,0,0,3,0.002,24.057,602.4
2,0,0,3,0,8,1000
2,0,0,3,0,8,1000
2,0,0,3,0.002,25.389,606.75
2,0,0,3,0.003,32.53,237.11
2,0,0,3,0.004,36.366,237.11
2,0,0,3,0.004,34.233,237.11
2,0,0,3,0.003,30.08,237.11
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,23.106,607.5
2,0,0,3,0.002,25.166,610.35
2,0,0,3,0.002,23.335,610.35
2,0,0,3,0.002,24.886,610.35
2,0,0,3,0.003,31.934,568.06
2,0,0,3,0.003,32.853,568.06
2,0,0,3,0.003,27.298,568.06
2,0,0,3,0.003,31.097,568.06
2,0,0,3,0.002,26.316,601.8
2,0,0,3,0.002,23.199,602.17
2,0,0,3,0.002,26.403,602.17
2,0,0,3,0.002,23.664,602.17
2,0,0,3,0.002,23.28,602.17
2,0,0,3,0.002,24.821,609.9
2,0,0,3,0.002,26.673,609.9
2,0,0,3,0.002,25.728,744
2,0,0,3,0.002,24.276,601.65
2,0,0,3,0.002,24.103,1033.5
2,0,0,3,0.002,29.134,1033.5
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,32.163,236.51
2,0,0,3,0.003,30.583,236.05
2,0,0,3,0.002,25.577,606.9
2,0,0,3,0.003,31.059,237.61
2,0,0,3,0.003,29.09,237.61
2,0,0,3,0.003,32.487,237.61
2,0,0,3,0.003,30.933,237.61
2,0,0,3,0.002,25.771,604.5
2,0,0,3,0.002,24.15,638.7
2,0,0,3,0.002,27.052,606.45
2,0,0,3,0.002,27.031,700.5
2,0,0,3,0.003,31.546,236.07
2,0,0,3,0.004,33.552,236.07
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,25.544,624.45
2,0,0,3,0.002,25.581,667.5
2,0,0,3,0.002,23.569,667.5
2,0,0,3,0.004,35.602,1238.07
2,0,0,3,0.003,30.822,236.5
2,0,0,3,0.003,25.649,236.61
2,0,0,3,0.003,32.242,236.61
2,0,0,3,0.004,35.445,236.61
2,0,0,3,0.004,33.275,236.61
2,0,0,3,0.003,30.039,236.61
2,0,0,3,0.004,35.148,236.58
2,0,0,3,0.003,33.09,236.07
2,0,0,3,0.003,32.346,236.07
2,0,0,3,0.003,27.141,854.04
2,0,0,3,0.004,35.304,854.04
2,0,0,3,0.003,33.052,854.04
2,0,0,3,0.003,30.123,854.04
2,0,0,3,0.002,25.173,621.9
2,0,0,3,0.002,25.6,604.2
2,0,0,3,0.003,33.156,236.07
2,0,0,3,0.004,33.255,236.07
2,0,0,3,0.003,31.997,236.05
2,0,0,3,0.004,34.517,236.05
2,0,0,3,0.003,31.802,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,25.823,607.2
2,0,0,3,0.002,26.115,602.17
2,0,0,3,0.002,23.893,602.17
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,31.034,236.05
2,0,0,3,0.004,35.919,236.05
2,0,0,3,0.004,35.375,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,24.572,1020
2,0,0,3,0.002,24.951,1020
2,0,0,3,0.002,27.338,1020
2,0,0,3,0.002,25.354,726
2,0,0,3,0.002,27.218,621.9
2,0,0,3,0.002,26.8,606
2,0,0,3,0.002,24.431,601.35
2,0,0,3,0.002,24.972,601.35
2,0,0,3,0.002,25.812,601.35
2,0,0,3,0.003,29.17,236.07
2,0,0,3,0.004,36.233,236.07
2,0,0,3,0.004,33.902,236.07
2,0,0,3,0.003,31.504,236.07
2,0,0,3,0.003,31.662,236.03
2,0,0,3,0.003,28.884,236.03
2,0,0,3,0.003,29.729,236.07
2,0,0,3,0.003,31.614,236.49
2,0,0,3,0.002,26.295,625.35
2,0,0,3,0.002,25.631,615
2,0,0,3,0.002,23.571,611.25
2,0,0,3,0.002,25.901,611.25
2,0,0,3,0.002,26.037,611.25
2,0,0,3,0.002,26.697,611.25
2,0,0,3,0.004,34.103,236.62
2,0,0,3,0.003,32.911,236.62
2,0,0,3,0.004,37.584,236.62
2,0,0,3,0.003,27.938,236.62
2,0,0,3,0.003,31.167,236.62
2,0,0,3,0.002,22.313,635.5
2,0,0,3,0.002,27.246,635.5
2,0,0,3,0.002,25.219,635.5
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,23.121,602.1
2,0,0,3,0.002,26.185,601.95
2,0,0,3,0.002,26.047,601.95
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,32.915,236.07
2,0,0,3,0.004,37.481,236.07
2,0,0,3,0.004,36.541,236.07
2,0,0,3,0.003,32.217,236.07
2,0,0,3,0,0,0
2,0,0,3,0.004,33.387,236.58
2,0,0,3,0.002,24.917,658.65
2,0,0,3,0.002,24.459,658.65
2,0,0,3,0.003,33.077,769.28
2,0,0,3,0.003,26.367,769.28
2,0,0,3,0.003,30.782,769.28
2,0,0,3,0.003,28.939,769.28
2,0,0,3,0.003,30.867,236.07
2,0,0,3,0.003,31.554,236.07
2,0,0,3,0.004,34.129,236.07
2,0,0,3,0.003,33.084,236.07
2,0,0,3,0.002,24.083,675
2,0,0,3,0.002,25.847,675
2,0,0,3,0.003,29.567,675
2,0,0,3,0.002,26.08,675
2,0,0,3,0.002,24.299,675
2,0,0,3,0.002,28.338,946.5
2,0,0,3,0.002,26.61,946.5
2,0,0,3,0.002,27.262,946.5
2,0,0,3,0.002,24.535,603.6
2,0,0,3,0.002,29.123,860
2,0,0,3,0.002,25.873,860
2,0,0,3,0.002,26.674,860
2,0,0,3,0.003,32.305,237.19
2,0,0,3,0.003,28.306,237.19
2,0,0,3,0.003,27.663,237.19
2,0,0,3,0.004,34.177,237.19
2,0,0,3,0.004,33.374,237.19
2,0,0,3,0.002,24.455,615.15
2,0,0,3,0.002,24.241,624.15
2,0,0,3,0.002,28.22,601.2
2,0,0,3,0.002,25.408,601.2
2,0,0,3,0.002,25.34,601.2
2,0,0,3,0.002,25.245,615.15
2,0,0,3,0.002,26.541,616.5
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.004,38.273,237.61
2,0,0,3,0.004,34.619,237.61
2,0,0,3,0.004,35.483,237.61
2,0,0,3,0.003,32.73,237.61
2,0,0,3,0.003,30.141,236.58
2,0,0,3,0.002,26.911,622.35
2,0,0,3,0.002,25.841,607.8
2,0,0,3,0.002,27.654,607.8
2,0,0,3,0.002,22.967,602.1
2,0,0,3,0.002,19.106,602.85
2,0,0,3,0.001,16.287,607.95
2,0,0,3,0,0,0
2,0,0,3,0.002,18.897,602.4
2,0,0,3,0.002,17.995,602.4
2,0,0,3,0.001,17.069,602.4
2,0,0,3,0.002,22.463,602.4
2,0,0,3,0.002,18.753,602.4
2,0,0,3,0.002,19.741,602.4
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,18.578,685.95
2,0,0,3,0.002,19.626,685.95
2,0,0,3,0.002,18.514,685.95
2,0,0,3,0.002,19.109,685.95
2,0,0,3,0.002,18.248,685.95
2,0,0,3,0.002,18.541,685.95
2,0,0,3,0.003,29.718,236.03
2,0,0,3,0.003,29.488,236.03
2,0,0,3,0.003,32.198,236.05
2,0,0,3,0.003,23.978,236.05
2,0,0,3,0.003,29.309,236.05
2,0,0,3,0.003,27.462,236.05
2,0,0,3,0.003,26.498,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,8,1025.38
2,0,0,3,0,8,1025.38
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,21.894,893.25
2,0,0,3,0.002,19.383,893.25
2,0,0,3,0.002,20.027,893.25
2,0,0,3,0.001,18.33,893.25
2,0,0,3,0.002,18.941,893.25
2,0,0,3,0.002,22.373,236.93
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,24.938,236.05
2,0,0,3,0.003,29.866,236.05
2,0,0,3,0.003,27.321,236.05
2,0,0,3,0.003,25.576,236.75
2,0,0,3,0.003,29.136,236.05
2,0,0,3,0.003,28.053,236.05
2,0,0,3,0.003,27.518,236.03
2,0,0,3,0.003,28.491,236.03
2,0,0,3,0.002,17.917,606.75
2,0,0,3,0.002,19.771,602.4
2,0,0,3,0.002,19.78,601.2
2,0,0,3,0.002,20.086,601.2
2,0,0,3,0.002,17.732,601.2
2,0,0,3,0.002,17.978,607.2
2,0,0,3,0.002,18.41,607.2
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,17.028,945.55
2,0,0,3,0.002,22.494,945.55
2,0,0,3,0.001,18.408,945.55
2,0,0,3,0.002,19.418,602.4
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,20.097,622.5
2,0,0,3,0.002,19.498,622.5
2,0,0,3,0.003,25.325,1579.05
2,0,0,3,0.003,27.402,1579.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,26.213,236.03
2,0,0,3,0.003,28.471,236.03
2,0,0,3,0.002,23.468,236.03
2,0,0,3,0.003,24.622,236.05
2,0,0,3,0.003,25.519,236.05
2,0,0,3,0.003,25.889,236.05
2,0,0,3,0,0,0
2,0,0,3,0.001,17.501,685.95
2,0,0,3,0.002,21.659,685.95
2,0,0,3,0.002,19.685,685.95
2,0,0,3,0.002,19.469,685.95
2,0,0,3,0.002,18.156,685.95
2,0,0,3,0.002,17.725,685.95
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,26.271,236.05
2,0,0,3,0.003,29.658,236.05
2,0,0,3,0.003,28.364,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,29.115,236.11
2,0,0,3,0.003,25.324,236.47
2,0,0,3,0.003,25.582,236.11
2,0,0,3,0.003,24.16,236.11
2,0,0,3,0.003,25.844,236.11
2,0,0,3,0.003,25.161,236.11
2,0,0,3,0.003,29.8,236.11
2,0,0,3,0.003,25.713,236.47
2,0,0,3,0.003,26.686,236.47
2,0,0,3,0.003,32.282,236.47
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,20.559,945.55
2,0,0,3,0.002,20.308,945.55
2,0,0,3,0.002,20.811,945.55
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,17.67,899.1
2,0,0,3,0.002,20.991,899.1
2,0,0,3,0.002,19.874,899.1
2,0,0,3,0.001,17.906,896.9
2,0,0,3,0.002,18.985,896.9
2,0,0,3,0.001,18.191,896.9
2,0,0,3,0.002,18.405,602.4
2,0,0,3,0.002,19.44,602.4
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,17.663,912.75
2,0,0,3,0.002,19.994,912.75
